Recipient,Party,Chamber,Coal Total,Hydro Total,Nuclear Total,Oil Total,Solar Total,Wind Total,Total,PAC Total,FEC Candidate ID,ID,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Armstrong, Kelly",Republican,House,6500,8000,5000,63000,0,0,82500,482544.24,H8ND00096,A000377,0.013470267513710246,0.016578790786104917,0.010361744241315574,0.13055797744057623,0.0,0.0
"Heinrich, Martin",Democrat,Senate,4000,19500,25000,23000,6400,13000,90900,90900.0,H8NM01224,H001046,0.04400440044004401,0.2145214521452145,0.27502750275027504,0.253025302530253,0.0704070407040704,0.14301430143014301
"Hollingsworth, Trey",Republican,House,1000,3000,3000,18500,0,5000,30500,1119155.57,H6IN09176,H001074,0.0008935308252095819,0.0026805924756287455,0.0026805924756287455,0.016530320266377265,0.0,0.004467654126047909
"Cuellar, Henry",Democrat,House,4500,5500,7500,87500,0,3000,108000,1103320.0,H2TX23082,C001063,0.004078599137149694,0.004984954500960737,0.006797665228582822,0.07930609433346626,0.0,0.0027190660914331293
"Schrader, Kurt",Democrat,House,1000,17997,17997,34000,0,6000,76994,1463905.69,H8OR05107,S001180,0.000683104114446061,0.012293824747685762,0.012293824747685762,0.02322553989116608,0.0,0.004098624686676366
"Bishop, Sanford",Democrat,House,2500,12000,12000,5000,1000,1000,33500,900165.96,H2GA02031,B000490,0.0027772656499919193,0.013330875119961214,0.013330875119961214,0.005554531299983839,0.0011109062599967677,0.0011109062599967677
"Peterson, Collin",Democrat,House,1500,7000,5000,26500,0,0,40000,1134520.18,H2MN07014,P000258,0.0013221448383580097,0.006170009245670712,0.004407149461193366,0.02335789214432484,0.0,0.0
"Walberg, Tim",Republican,House,1000,25000,25000,33000,0,1000,85000,1102086.63,H4MI07103,W000798,0.0009073696865372553,0.022684242163431383,0.022684242163431383,0.029943199655729426,0.0,0.0009073696865372553
"Donnelly, Joe",Democrat,Senate,3500,14000,14000,5000,1000,8500,46000,2704788.58,S2IN00091,D000607,0.0012940013226468148,0.005176005290587259,0.005176005290587259,0.0018485733180668782,0.00036971466361337567,0.003142574640713693
"Fischer, Deb",Republican,Senate,1000,25500,25500,29000,2000,11000,94000,1871393.0,S2NE00094,F000463,0.0005343613019819995,0.013626213200540988,0.013626213200540988,0.015496477757477986,0.001068722603963999,0.005877974321801994
"Massie, Thomas",Republican,House,1000,1000,1000,6000,0,1000,10000,133840.0,H2KY04121,M001184,0.007471607890017932,0.007471607890017932,0.007471607890017932,0.04482964734010759,0.0,0.007471607890017932
"Stewart, Chris",Republican,House,1000,0,0,33500,0,2000,36500,546787.21,H2UT02324,S001192,0.0018288650167951077,0.0,0.0,0.061266978062636104,0.0,0.0036577300335902153
"Strange, Luther",Republican,Senate,11000,36500,36500,49500,0,5000,138500,1712076.0,S8AL00308,S001202,0.006424948425186732,0.02131914704721052,0.02131914704721052,0.028912267913340294,0.0,0.0029204311023576057
"Curtis, John",Republican,House,1000,0,0,18500,0,1000,20500,491150.0,H8UT03238,C001114,0.0020360378703043877,0.0,0.0,0.037666700600631174,0.0,0.0020360378703043877
"Simpson, Mike",Republican,House,1000,15000,15000,10000,0,0,41000,753350.0,H8ID02064,S001148,0.0013274042609676777,0.019911063914515165,0.019911063914515165,0.013274042609676778,0.0,0.0
"Long, Billy",Republican,House,2000,16500,18000,45500,0,8500,90500,990867.2,H0MO07113,L000576,0.0020184339536115435,0.016652080117295236,0.018165905582503892,0.04591937244466262,0.0,0.00857834430284906
"Young, Todd",Republican,Senate,4500,1000,1000,2500,0,0,9000,9000.0,H0IN09070,Y000064,0.5,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.0,0.0
"Young, Don",Republican,House,2000,0,0,20000,0,4500,26500,559861.9,H6AK00045,Y000033,0.0035723095284747896,0.0,0.0,0.035723095284747895,0.0,0.008037696439068277
"Graves, Garret",Republican,House,3000,8000,8000,73200,0,9000,101200,976749.4,H4LA06153,G000577,0.0030714121759378606,0.00819043246916763,0.00819043246916763,0.0749424570928838,0.0,0.009214236527813582
"Westerman, Bruce",Republican,House,1000,5000,10000,43000,0,4000,63000,714267.0,H4AR04048,W000821,0.0014000366809610411,0.007000183404805206,0.014000366809610412,0.06020157728132477,0.0,0.005600146723844165
"Graham, Lindsey",Republican,Senate,1000,12000,12000,2500,1000,5000,33500,33500.0,S0SC00149,G000359,0.029850746268656716,0.3582089552238806,0.3582089552238806,0.07462686567164178,0.029850746268656716,0.14925373134328357
"Barletta, Lou",Republican,House,10000,16000,16000,34500,0,2000,78500,82022.13,H2PA11098,B001269,0.12191831643484508,0.19506930629575212,0.19506930629575212,0.4206181917002155,0.0,0.024383663286969014
"Flake, Jeff",Republican,Senate,5000,22000,22000,46700,0,2000,97700,1079475.0,S2AZ00141,F000444,0.004631881238565044,0.02038027744968619,0.02038027744968619,0.043261770768197504,0.0,0.0018527524954260173
"Kelly, Mike",Republican,House,7500,19000,21500,62000,0,10000,120000,1695609.33,H0PA03271,K000376,0.004423188683445142,0.01120541133139436,0.012679807559209407,0.03656502644981317,0.0,0.00589758491126019
"Reschenthaler, Guy",Republican,House,11000,4000,4000,35500,0,2000,56500,501490.0,H8PA18199,R000610,0.021934634788330774,0.007976230832120281,0.007976230832120281,0.0707890486350675,0.0,0.003988115416060141
"Costello, Ryan",Republican,House,1000,15000,17000,20000,0,7000,60000,1043749.7,H0PA06076,C001106,0.0009580841077127974,0.014371261615691962,0.016287429831117556,0.01916168215425595,0.0,0.006706588753989582
"Perdue, David",Republican,Senate,1000,5000,6000,2000,0,1000,15000,15000.0,S4GA11285,P000612,0.06666666666666667,0.3333333333333333,0.4,0.13333333333333333,0.0,0.06666666666666667
"Comstock, Barbara",Republican,House,1000,2000,2000,39500,0,8000,52500,1835635.38,H4VA10089,C001105,0.0005447704979406096,0.0010895409958812192,0.0010895409958812192,0.02151843466865408,0.0,0.004358163983524877
"Cline, Ben",Republican,House,1000,0,1000,1000,0,0,3000,298812.48,H8VA06104,C001118,0.003346580437336486,0.0,0.003346580437336486,0.003346580437336486,0.0,0.0
"Stivers, Steve",Republican,House,5000,18500,25500,53500,0,10000,112500,2469568.89,H8OH15076,S001187,0.0020246448763775932,0.007491186042597095,0.010325688869525725,0.021663700177240244,0.0,0.0040492897527551865
"Balderson, Troy",Republican,House,5000,9200,19200,32000,0,2000,67400,1021987.15,H8OH12180,B001306,0.004892429420467762,0.009002070133660682,0.018786928974596207,0.031311548290993675,0.0,0.0019569717681871047
"Hyde-Smith, Cindy",Republican,Senate,10000,12000,12000,62200,0,3000,99200,1520323.45,S8MS00261,H001079,0.006577547692236149,0.007893057230683379,0.007893057230683379,0.04091234664570885,0.0,0.0019732643076708447
"Wicker, Roger",Republican,Senate,6000,28500,28500,67200,0,9500,139700,139700.0,H4MS01078,W000437,0.04294917680744453,0.2040085898353615,0.2040085898353615,0.48103078024337864,0.0,0.06800286327845383
"Hoeven, John",Republican,Senate,2000,5000,2000,3750,0,0,12750,12750.0,S0ND00093,H001061,0.1568627450980392,0.39215686274509803,0.1568627450980392,0.29411764705882354,0.0,0.0
"O'Halleran, Tom",Democrat,House,5000,4000,5000,0,0,1000,15000,1098728.46,H6AZ01199,O000171,0.004550714923685512,0.0036405719389484095,0.004550714923685512,0.0,0.0,0.0009101429847371024
"Murkowski, Lisa",Republican,Senate,4000,14000,16500,5000,0,3000,42500,42500.0,S4AK00099,M001153,0.09411764705882353,0.32941176470588235,0.38823529411764707,0.11764705882352941,0.0,0.07058823529411765
"McCaskill, Claire",Democrat,Senate,3000,9000,18000,0,1000,6500,37500,2401313.57,S6MO00305,M001170,0.0012493162232036195,0.003747948669610858,0.007495897339221716,0.0,0.0004164387410678731,0.0027068518169411754
"Clay, William L Jr",Democrat,House,2500,10000,10000,0,0,0,22500,579342.77,H0MO01066,C001049,0.004315234658059166,0.017260938632236662,0.017260938632236662,0.0,0.0,0.0
"Gardner, Cory",Republican,Senate,1000,6500,6500,16000,500,2000,32500,32500.0,S4CO00395,G000562,0.03076923076923077,0.2,0.2,0.49230769230769234,0.015384615384615385,0.06153846153846154
"Capito, Shelley Moore",Republican,Senate,1000,5000,5000,7000,0,0,18000,18000.0,H0WV02138,C001047,0.05555555555555555,0.2777777777777778,0.2777777777777778,0.3888888888888889,0.0,0.0
"Olson, Pete",Republican,House,7500,22500,28000,83200,0,4000,145200,967419.29,H8TX22107,O000168,0.007752584714327952,0.023257754142983856,0.02894298293349102,0.08600200643094474,0.0,0.004134711847641574
"Burgess, Michael",Republican,House,5000,0,0,16000,0,6000,27000,1105807.64,H2TX26093,B001248,0.0045215820719053815,0.0,0.0,0.014469062630097222,0.0,0.005425898486286458
"Cruz, Ted",Republican,Senate,2500,17500,20000,82800,0,2000,124800,1281824.02,S2TX00312,C001098,0.0019503457268650653,0.013652420088055457,0.015602765814920523,0.06459545047377097,0.0,0.0015602765814920522
"Portman, Rob",Republican,Senate,5000,7000,7000,7000,0,4000,30000,30000.0,S0OH00133,P000449,0.16666666666666666,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.0,0.13333333333333333
"Barton, Joe",Republican,House,4700,7500,11000,15000,0,4500,42700,180107.79,H4TX06117,B000213,0.026095484265283582,0.041641730210558905,0.061074537642153065,0.08328346042111781,0.0,0.024985038126335346
"Sessions, Pete",Republican,House,4500,2000,2000,84000,0,3000,95500,2211874.86,H2TX03126,S000250,0.002034473143747382,0.0009042102861099475,0.0009042102861099475,0.03797683201661779,0.0,0.0013563154291649213
"Marchant, Kenny",Republican,House,3500,0,0,46500,0,0,50000,878434.29,H4TX24094,M001158,0.0039843617671163544,0.0,0.0,0.05293509204883156,0.0,0.0
"Williams, Roger",Republican,House,3500,0,0,19500,0,0,23000,548207.41,H2TX33040,W000816,0.006384444894679551,0.0,0.0,0.03557047869892893,0.0,0.0
"Johnson, Eddie Bernice",Democrat,House,1000,0,0,0,0,0,1000,332170.77,H2TX00015,J000126,0.0030104996896626393,0.0,0.0,0.0,0.0,0.0
"Ratcliffe, John",Republican,House,3000,13000,14000,33000,0,2000,65000,602994.29,H4TX04153,R000601,0.004975171489600672,0.02155907645493625,0.023217466951469805,0.054726886385607396,0.0,0.0033167809930671147
"Veasey, Marc",Democrat,House,2500,3000,3000,27000,0,8000,43500,876751.19,H2TX33073,V000131,0.0028514361069758003,0.0034217233283709604,0.0034217233283709604,0.030795509955338644,0.0,0.009124595542322561
"McCaul, Michael",Republican,House,2500,6500,6500,52000,0,5000,72500,798802.37,H4TX10093,M001157,0.003129685256191716,0.008137181666098461,0.008137181666098461,0.06509745332878769,0.0,0.006259370512383432
"Vela, Filemon",Democrat,House,2000,5000,5000,19000,0,1000,32000,663857.02,H2TX27190,V000132,0.0030126969207917693,0.007531742301979423,0.007531742301979423,0.028620620747521808,0.0,0.0015063484603958846
"Cole, Tom",Republican,House,2000,7000,9500,35000,0,6000,59500,1040296.0,H2OK04055,C001053,0.0019225297415351016,0.006728854095372856,0.009132016272291732,0.033644270476864274,0.0,0.005767589224605305
"Granger, Kay",Republican,House,2000,3000,3000,3000,0,8500,19500,798003.04,H6TX12060,G000377,0.0025062561165180523,0.0037593841747770784,0.0037593841747770784,0.0037593841747770784,0.0,0.010651588495201722
"Kinzinger, Adam",Republican,House,1000,22500,24500,28000,2000,13000,91000,622736.16,H0IL11052,K000378,0.0016058164985954886,0.036130871218398496,0.03934250421558947,0.04496286196067368,0.003211632997190977,0.020875614481741352
"Arrington, Jodey",Republican,House,2000,12500,13500,25000,500,6000,59500,499077.73,H6TX19099,A000375,0.0040073917944605545,0.025046198715378463,0.027049894612608743,0.05009239743075693,0.0010018479486151386,0.012022175383381663
"Pallone, Frank Jr",Democrat,House,2000,21000,31000,7000,1500,13000,75500,1885554.63,H8NJ03073,P000034,0.0010606958653857725,0.011137306586550611,0.016440785913479476,0.0037124355288502037,0.0007955218990393294,0.006894523125007521
"Rush, Bobby L",Democrat,House,2000,16500,13500,2500,0,1000,35500,350000.0,H2IL01042,R000515,0.005714285714285714,0.047142857142857146,0.03857142857142857,0.007142857142857143,0.0,0.002857142857142857
"Bustos, Cheri",Democrat,House,2000,24500,24500,3000,1000,11000,66000,1629412.0,H2IL17071,B001286,0.001227436645857524,0.01503609891175467,0.01503609891175467,0.001841154968786286,0.000613718322928762,0.006750901552216382
"Wright, Ron",Republican,House,1000,0,0,9750,0,0,10750,231570.46,H8TX06233,W000827,0.004318340085345946,0.0,0.0,0.04210381583212298,0.0,0.0
"Gooden, Lance",Republican,House,1000,4500,4500,37750,0,0,47750,372370.58,H8TX05144,G000589,0.0026854967973033743,0.012084735587865185,0.012084735587865185,0.10137750409820238,0.0,0.0
"King, Angus",Independent,Senate,1500,0,0,0,1000,4000,6500,1204659.49,S2ME00109,K000383,0.0012451651379096346,0.0,0.0,0.0,0.0008301100919397564,0.0033204403677590255
"Latta, Robert E",Republican,House,1000,31500,36500,47500,0,5500,122000,1085531.55,H8OH05036,L000566,0.0009212076793161838,0.02901804189845979,0.03362408029504071,0.04375736476751873,0.0,0.005066642236239011
"Courtney, Joe",Democrat,House,1000,4500,0,0,0,3000,8500,646325.0,H2CT02112,C001069,0.0015472092213669594,0.006962441496151317,0.0,0.0,0.0,0.004641627664100878
"Duckworth, Tammy",Democrat,Senate,1000,3000,2000,0,0,1000,7000,7000.0,H6IL06141,D000622,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285
"Brown, Sherrod",Democrat,Senate,1000,2500,9000,2500,5000,10000,30000,30000.0,H2OH13033,B000944,0.03333333333333333,0.08333333333333333,0.3,0.08333333333333333,0.16666666666666666,0.3333333333333333
"Neal, Richard E",Democrat,House,1000,28000,22000,0,0,11000,62000,2677503.01,H8MA02041,N000015,0.00037348230656144063,0.010457504583720339,0.008216610744351694,0.0,0.0,0.004108305372175847
"Carter, John",Republican,House,1000,1000,1000,33500,0,2000,38500,995746.15,H2TX31044,C001051,0.0010042720225430948,0.0010042720225430948,0.0010042720225430948,0.03364311275519368,0.0,0.0020085440450861897
"Flores, Bill",Republican,House,1000,6000,6000,84700,0,7500,105200,990264.04,H0TX17104,F000461,0.0010098316808515029,0.006058990085109018,0.006058990085109018,0.0855327433681223,0.0,0.0075737376063862724
