Recipient,Party,Chamber,Coal Total,Hydro Total,Nuclear Total,Oil Total,Solar Total,Wind Total,Total,PAC Total,FEC Candidate ID,ID,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Manchin, Joe",Democrat,Senate,47500,82500,112500,57000,0,8500,308000,3179753.0,S0WV00090,M001183,0.014938267217610927,0.02594541148321898,0.035380106568025885,0.01792592066113311,0.0,0.0026731636073619555
"Hurt, Robert",Republican,House,6000,8500,16500,53500,0,17500,102000,2603478.83,H0VA05095,H001060,0.0023046087146404797,0.0032648623457406795,0.006337673965261319,0.020549427705544278,0.0,0.006721775417701399
"Harris, Andy",Republican,House,13500,1000,1000,95500,0,0,111000,1808924.2200000002,H8MD01094,H001052,0.007462999196284739,0.0005528147552803511,0.0005528147552803511,0.052793809129273526,0.0,0.0
"Donnelly, Joe",Democrat,Senate,7000,12000,13500,0,1500,8500,42500,1330692.02,S2IN00091,D000607,0.005260420814727663,0.009017864253818852,0.010145097285546207,0.0,0.0011272330317273565,0.00638765384645502
"Griffith, Morgan",Republican,House,59000,48500,68000,116068,0,22500,314068,2041341.0,H0VA09055,G000568,0.028902569438423075,0.023758891826500324,0.03331143596292829,0.056858702196252366,0.0,0.011022166311263038
"Boozman, John",Republican,Senate,8000,26000,40000,69500,0,4000,147500,147500.0,H2AR03176,B001236,0.05423728813559322,0.17627118644067796,0.2711864406779661,0.4711864406779661,0.0,0.02711864406779661
"Thompson, Glenn",Republican,House,18500,46150,47150,88500,0,10000,210300,1836107.13,H8PA05071,T000467,0.010075664811562494,0.02513469897587076,0.02567932950622549,0.04819980193639355,0.0,0.005446305303547294
"Ayotte, Kelly",Republican,Senate,8000,56500,52500,150500,1000,12000,280500,4513693.0,S0NH00235,A000368,0.0017723846083462034,0.012517466296445061,0.01163127399227196,0.03334298544451295,0.00022154807604327542,0.002658576912519305
"Guthrie, Brett",Republican,House,22000,59500,63500,122500,0,26000,293500,4599220.54,H8KY02031,G000558,0.004783419235642916,0.012936974750943341,0.013806687339242053,0.026634948016648057,0.0,0.005653131823941628
"McCaskill, Claire",Democrat,Senate,17000,41500,63132,0,1500,4500,127632,2060118.0,S6MO00305,M001170,0.008251954499693707,0.02014447716101699,0.030644846557333124,0.0,0.0007281136323259153,0.002184340896977746
"Capito, Shelley Moore",Republican,House,75000,25500,48000,128000,0,17000,293500,1941332.58,H0WV02138,C001047,0.038633256749855814,0.013135307294950976,0.02472528431990772,0.06593409151975392,0.0,0.008756871529967318
"Lummis, Cynthia",Republican,House,57000,7000,9000,132000,0,5000,210000,1129730.95,H8WY00148,L000571,0.05045449095645295,0.006196165556055626,0.00796649857207152,0.11684197905704895,0.0,0.004425832540039733
"Shimkus, John",Republican,House,61000,209000,240000,196000,0,40000,746000,7021218.21,H2IL20042,S000364,0.008687951032930508,0.029766914194794696,0.034182102424644624,0.02791538364679311,0.0,0.005697017070774104
"Paul, Rand",Republican,Senate,25350,16000,16000,57000,0,2000,116350,878600.0,S0KY00156,P000603,0.028852720236740268,0.01821078989301161,0.01821078989301161,0.06487593899385385,0.0,0.0022763487366264513
"Barr, Andy",Republican,House,65500,12000,12000,73500,0,10500,173500,2853922.06,H0KY06104,B001282,0.022950872036077957,0.0042047399150066484,0.0042047399150066484,0.025754031979415722,0.0,0.0036791474256308177
"Lee, Mike",Republican,Senate,10000,12800,12800,76000,0,2500,114100,1379540.0,S0UT00165,L000577,0.007248793075952854,0.009278455137219654,0.009278455137219654,0.05509082737724169,0.0,0.0018121982689882135
"Thune, John",Republican,Senate,18000,52000,52500,125000,1000,23500,272000,4398253.0,S2SD00068,T000250,0.0040925340129365,0.011822876037372112,0.011936557537731459,0.028420375089836806,0.00022736300071869446,0.00534303051688932
"Hoeven, John",Republican,Senate,56500,51500,49000,166000,0,13750,336750,2599459.0,S0ND00093,H001061,0.02173529184341819,0.019811814689133393,0.018850076111990997,0.06385944152225521,0.0,0.005289562174283187
"Isakson, Johnny",Republican,Senate,12000,36500,38500,93500,500,34500,215500,5126993.0,S6GA00119,I000055,0.0023405532248629945,0.007119182725624942,0.007509274929768775,0.01823681054372417,9.752305103595811e-05,0.00672909052148111
"Murkowski, Lisa",Republican,Senate,36500,154500,197500,247000,3500,31500,670500,3615495.0,S4AK00099,M001153,0.010095436447844624,0.04273273784087656,0.05462599173833735,0.06831706308541431,0.0009680555497933201,0.008712499948139881
"Gardner, Cory",Republican,Senate,35000,65000,68000,221100,6000,2500,397600,2209288.0,S4CO00395,G000562,0.015842207987369687,0.029421243405115132,0.030779146946889678,0.10007749102878394,0.0027158070835490893,0.0011315862848121205
"Shelby, Richard C",Republican,Senate,6000,25500,30500,69000,0,17500,148500,3267550.0,S6AL00013,S000320,0.0018362381600893637,0.007804012180379795,0.009334210647120932,0.02111673884102768,0.0,0.005355694633593977
"Barrasso, John A",Republican,Senate,53500,100000,109000,129000,0,10000,401500,2203819.0,S6WY00068,B001261,0.024276040818234167,0.045375777230344236,0.04945959718107522,0.05853475262714406,0.0,0.004537577723034423
"Upton, Fred",Republican,House,45000,255000,315500,343000,0,43000,1001500,8625339.71,H6MI04113,U000031,0.005217185816789122,0.02956405296180502,0.03657826944882151,0.039766549670192636,0.0,0.0049853108915984936
"Bishop, Rob",Republican,House,16500,6500,6500,134000,0,3000,166500,1408273.5699999998,H2UT01094,B001250,0.011716473525807916,0.0046155804798637245,0.0046155804798637245,0.09515196681565218,0.0,0.0021302679137832578
"Luetkemeyer, Blaine",Republican,House,9000,47000,57000,4000,0,17000,134000,3310439.0600000005,H8MO09153,L000569,0.002718672610152201,0.014197512519683717,0.017218259864297272,0.0012082989378454226,0.0,0.005135270485843046
"Hartzler, Vicky",Republican,House,9000,18000,27500,22000,0,21000,97500,1569284.6300000001,H0MO04086,H001053,0.005735097271678497,0.011470194543356994,0.01752390833012874,0.014019126664102993,0.0,0.013381893633916493
"Pearce, Steve",Republican,House,8500,9000,24000,248150,0,7000,296650,1893747.21,H2NM02126,P000588,0.0044884554575792615,0.004752482249201571,0.012673285997870857,0.1310364966821522,0.0,0.003696375082712333
"Hultgren, Randy",Republican,House,6000,19000,21000,36000,0,18500,100500,2635374.38,H0IL14080,H001059,0.002276716373026287,0.007209601847916576,0.007968507305592004,0.013660298238157722,0.0,0.0070198754834977185
"Blackburn, Marsha",Republican,House,5000,28000,29000,178000,0,16000,256000,4494622.92,H2TN06030,B001243,0.001112440373529711,0.006229666091766381,0.006452154166472324,0.03960287729765771,0.0,0.003559809195295075
"Chaffetz, Jason",Republican,House,14500,10500,10500,62500,0,13000,111000,2158946.2,H8UT03089,C001076,0.0067162396172725375,0.004863483860783562,0.004863483860783562,0.028949308695140247,0.0,0.006021456208589172
"Barton, Joe",Republican,House,24000,110000,179000,284732,0,20000,617732,3294643.53,H4TX06117,B000213,0.0072845513578217065,0.033387527056682825,0.05433061221042023,0.08642270321730376,0.0,0.006070459464851422
"Moran, Jerry",Republican,Senate,2000,12500,27500,102500,500,15500,160500,160500.0,H6KS01096,M000934,0.012461059190031152,0.0778816199376947,0.17133956386292834,0.6386292834890965,0.003115264797507788,0.09657320872274143
"Kinzinger, Adam",Republican,House,7000,77000,78500,115000,0,30000,307500,3765171.6900000004,H0IL11052,K000378,0.0018591449677026546,0.0204505946447292,0.020848982852094054,0.030543095897972182,0.0,0.007967764147297092
"Smith, Adrian",Republican,House,8500,3000,4000,43500,0,15000,74000,2912971.9299999997,H6NE03115,S001172,0.002917982117321673,0.0010298760414076493,0.0013731680552101992,0.014933202600410917,0.0,0.005149380207038247
"Stivers, Steve",Republican,House,13000,45500,84500,104350,0,29000,276350,6002551.390000001,H8OH15076,S001187,0.0021657457230032976,0.007580110030511541,0.014077347199521435,0.017384274322722625,0.0,0.004831278920545818
"Stabenow, Debbie",Democrat,Senate,5500,58000,65500,6000,1000,14000,150000,2769276.0,S8MI00281,S000770,0.0019860786718261378,0.020944102357439272,0.023652391455384007,0.002166631278355787,0.0003611052130592978,0.005055472982830169
"Graves, Sam",Republican,House,8000,39000,52500,24000,0,18500,142000,4093841.1,H0MO06073,G000546,0.0019541549866212444,0.009526505559778565,0.012824142099701915,0.005862464959863733,0.0,0.004518983406561627
"Heller, Dean",Republican,Senate,45200,20000,25000,86250,7000,23500,206950,2293503.0,S2NV00183,H001041,0.01970784428884549,0.008720285083559952,0.01090035635444994,0.03760622942285229,0.0030520997792459832,0.010246334973182943
"Long, Billy",Republican,House,17500,40000,49000,71500,0,20000,198000,2123853.8800000004,H0MO07113,L000576,0.008239738225305781,0.0188336873721275,0.023071267030856185,0.033665216177677905,0.0,0.00941684368606375
"Hatch, Orrin G",Republican,Senate,19000,55000,59500,156500,1000,16000,307000,3706243.0,S6UT00063,H000338,0.005126485230461143,0.014839825667124364,0.016053993221707266,0.04222604939827205,0.0002698150121295339,0.004317040194072542
"Peters, Gary",Democrat,House,2000,38000,38000,0,2500,22500,103000,2147903.0,S4MI00355,P000595,0.000931140745182627,0.017691674158469912,0.017691674158469912,0.0,0.0011639259314782837,0.010475333383304553
"Bucshon, Larry",Republican,House,40400,16000,16000,43500,0,10500,126400,2258998.67,H0IN08114,B001275,0.017884030006976498,0.007082784161178812,0.007082784161178812,0.019256319438204893,0.0,0.004648077105773595
"Peterson, Collin",Democrat,House,6000,29250,27250,63000,0,0,125500,4016805.6100000003,H2MN07014,P000258,0.0014937242631465055,0.0072819057828392144,0.006783997695123712,0.015684104763038307,0.0,0.0
"Coffman, Mike",Republican,House,13500,26500,26500,211000,0,5000,282500,4004198.18,H8CO06138,C001077,0.0033714614994405697,0.006618054054457414,0.006618054054457414,0.05269469454681187,0.0,0.001248689444237248
"Hensarling, Jeb",Republican,House,1000,11500,44000,132000,0,16000,204500,4944265.16,H2TX05121,H001036,0.00020225452471485167,0.002325927034220794,0.008899199087453473,0.026697597262360418,0.0,0.0032360723954376266
"Fleming, John",Republican,House,1000,9000,17900,85500,0,9000,122400,1183140.46,H8LA04225,F000456,0.0008452081843266522,0.00760687365893987,0.015129226499447073,0.07226529975992876,0.0,0.00760687365893987
"Vitter, David",Republican,Senate,21500,39500,51750,140500,0,9500,262750,262750.0,H0LA01079,V000127,0.0818268315889629,0.15033301617507136,0.19695528068506185,0.5347288296860133,0.0,0.03615604186489058
"Murphy, Tim",Republican,House,44000,86500,102500,184400,0,19500,436900,4413109.43,H2PA18143,M001151,0.009970294346405999,0.019600692294639066,0.02322625387515034,0.04178459721539242,0.0,0.004418653176248113
"McCaul, Michael",Republican,House,2000,26500,50500,150900,0,16500,246400,2557097.11,H4TX10093,M001157,0.0007821368974133329,0.010363313890726662,0.019748956659686658,0.05901222890983597,0.0,0.006452629403659997
"Boustany, Charles Jr",Republican,House,3500,39500,46000,300250,0,36000,425250,895172.62,H4LA07029,B001255,0.003909860424462044,0.04412556764750021,0.05138673700721544,0.3354101692699225,0.0,0.04021570722303817
"Stutzman, Marlin",Republican,House,2000,9000,20500,41000,0,10000,82500,351287.0,S0IN00095,S001188,0.005693350451340357,0.025620077031031606,0.05835684212623866,0.11671368425247731,0.0,0.028466752256701786
"Nunes, Devin",Republican,House,5000,27000,27000,154000,0,25500,238500,4643542.41,H8CA20059,N000181,0.0010767641508414693,0.005814526414543934,0.005814526414543934,0.033164335845917256,0.0,0.005491497169291494
"Sessions, Pete",Republican,House,4500,18500,57200,206000,0,27500,313700,4640740.14,H2TX03126,S000250,0.000969672910838744,0.003986433077892614,0.012325620111105813,0.044389471029506945,0.0,0.005925778899570102
"Simpson, Mike",Republican,House,10500,51700,58700,96000,0,11000,227900,3576942.5300000003,H8ID02064,S001148,0.0029354679064413146,0.014453684834572949,0.01641066343886716,0.026838563716034877,0.0,0.0030752520924623296
"Miller, Candice S",Republican,House,1000,36000,36000,26500,0,2000,101500,1443252.64,H6MI12181,M001150,0.0006928793838894346,0.024943657820019647,0.024943657820019647,0.01836130367307002,0.0,0.0013857587677788693
"Benishek, Dan",Republican,House,9000,57500,51500,149500,0,6000,273500,2976856.96,H0MI01088,B001271,0.003023322961409607,0.01931567447567249,0.01730012583473275,0.05022075363674847,0.0,0.002015548640939738
"Duncan, John J Jr",Republican,House,5000,1000,1000,8000,0,12000,27000,1462043.77,H8TN02069,D000533,0.0034198702546367676,0.0006839740509273535,0.0006839740509273535,0.005471792407418828,0.0,0.008207688611128243
"Calvert, Ken",Republican,House,9000,0,1000,68000,500,15000,93500,2583840.62,H2CA37023,C000059,0.003483186977685953,0.0,0.00038702077529843924,0.026317412720293868,0.00019351038764921962,0.0058053116294765885
"Young, Don",Republican,House,6000,1000,1000,81000,0,4000,93000,1465038.83,H6AK00045,Y000033,0.0040954545894186295,0.000682575764903105,0.000682575764903105,0.0552886369571515,0.0,0.00273030305961242
"Fleischmann, Chuck",Republican,House,6000,9000,9000,18000,0,2000,44000,2165981.9299999997,H0TN03254,F000459,0.002770106212289592,0.0041551593184343885,0.0041551593184343885,0.008310318636868777,0.0,0.0009233687374298641
"Tester, Jon",Democrat,Senate,6500,32000,34000,3500,2000,14000,92000,2313463.0,S6MT00162,T000464,0.002809640785264342,0.013832077712070606,0.01469658256907502,0.0015128834997577224,0.0008645048570044128,0.00605153399903089
"Doyle, Mike",Democrat,House,5000,115500,132000,27500,0,3000,283000,667012.12,H4PA18131,D000482,0.007496115662785858,0.17316027181035332,0.19789745349754664,0.04122863614532222,0.0,0.004497669397671515
"Casey, Bob",Democrat,Senate,1000,45000,56000,10500,0,14000,126500,2399399.0,S6PA00217,C001070,0.00041677103307953366,0.018754696488579015,0.023339177852453884,0.004376095847335103,0.0,0.005834794463113471
"Shuster, Bill",Republican,House,43500,93500,108000,251200,0,44000,540200,3565177.04,H2PA09035,S001154,0.012201357607755715,0.02622590658218757,0.030293025784772807,0.07045933404754565,0.0,0.012341603097500034
"Renacci, Jim",Republican,House,23500,37500,43000,120500,0,21000,245500,4480418.87,H0OH16097,R000586,0.005245045314256521,0.008369753161047641,0.009597316958001294,0.02689480682416642,0.0,0.0046870617701866785
"Foxx, Virginia",Republican,House,8000,26500,26500,31000,0,19500,111500,1703817.76,H4NC05146,F000450,0.004695337839417756,0.015553306593071315,0.015553306593071315,0.018194434127743804,0.0,0.01144488598358078
"Hoyer, Steny H",Democrat,House,2500,237750,306250,43500,0,51000,641000,10405334.370000001,H2MD05155,H000874,0.00024026138047114,0.022848857282805415,0.02943201910771465,0.004180548020197836,0.0,0.004901332161611256
"Reid, Harry",Democrat,Senate,2000,17500,19000,12500,14500,22000,87500,3513434.0,S6NV00028,R000146,0.0005692436516524859,0.004980881951959251,0.005407814690698616,0.0035577728228280365,0.004127016474480522,0.006261680168177345
"Brown, Sherrod",Democrat,Senate,1000,34500,47000,0,3000,18000,103500,103500.0,H2OH13033,B000944,0.00966183574879227,0.3333333333333333,0.45410628019323673,0.0,0.028985507246376812,0.17391304347826086
"Romney, Mitt",Republican,,30250,10000,10000,25000,0,0,75250,75250.0,S8UT00176,R000615,0.4019933554817276,0.132890365448505,0.132890365448505,0.33222591362126247,0.0,0.0
"Flake, Jeff",Republican,Senate,30500,13000,14000,55500,3000,2000,118000,1491114.0,S2AZ00141,F000444,0.020454505825845643,0.008718313958557159,0.009388953493830787,0.03722049420768633,0.0020119186058208827,0.0013412790705472552
"Massie, Thomas",Republican,House,20000,9500,12000,48500,0,7000,97000,699165.53,H2KY04121,M001184,0.028605529222815087,0.013587626380837168,0.017163317533689052,0.0693684083653266,0.0,0.010011935227985281
"Mullin, Markwayne",Republican,House,11000,13000,22500,182500,0,12000,241000,1793146.29,H2OK02083,M001190,0.006134468816819179,0.007249826783513574,0.012547777125311957,0.10177641446086365,0.0,0.006692147800166377
"Inhofe, James M",Republican,Senate,42000,39000,53500,157750,0,9000,301250,1267714.0,S4OK00083,I000024,0.03313050104361078,0.03076403668335287,0.04220194775793278,0.12443658427689526,0.0,0.007099393080773739
"Johnson, Bill",Republican,House,31500,80500,105500,184000,0,27500,429000,3418556.52,H0OH06189,J000292,0.009214415445733218,0.023547950583540447,0.030860978715074747,0.05382388704809245,0.0,0.00804433094468773
"Walorski, Jackie",Republican,House,9500,11500,13500,87500,0,22000,144000,2574016.35,H0IN02190,W000813,0.0036907302473039847,0.004467726088841666,0.005244721930379346,0.03399356806727354,0.0,0.00854695425691449
"Walberg, Tim",Republican,House,19000,38500,38500,85500,0,2000,183500,2873510.98,H4MI07103,W000798,0.006612120201468658,0.01339824356613386,0.01339824356613386,0.02975454090660896,0.0,0.0006960126527861745
"Yoder, Kevin",Republican,House,1000,6000,34000,80250,0,14000,135250,3715264.0,H0KS03137,Y000063,0.00026915987666017814,0.0016149592599610687,0.009151435806446055,0.021600080101979294,0.0,0.003768238273242494
"Wagner, Ann L",Republican,House,38000,32500,47500,66000,0,19500,203500,3182099.34,H2MO02102,W000812,0.011941801917472508,0.01021338321889096,0.014927252396840635,0.020741024382978566,0.0,0.006128029931334576
"Tipton, Scott",Republican,House,31500,22500,23500,170500,0,0,248000,2302920.98,H6CO03139,T000470,0.013678280876141917,0.009770200625815654,0.010204431764740795,0.0740364091867364,0.0,0.0
"Fischer, Deb",Republican,Senate,11000,10500,12500,31000,0,8000,73000,1126100.0,S2NE00094,F000463,0.00976822662285765,0.009324216321818667,0.011100257525974603,0.027528638664417016,0.0,0.007104164816623746
"Wicker, Roger",Republican,Senate,12000,21500,22500,71500,0,14000,141500,141500.0,H4MS01078,W000437,0.08480565371024736,0.1519434628975265,0.15901060070671377,0.5053003533568905,0.0,0.0989399293286219
"McConnell, Mitch",Republican,Senate,35700,97000,121500,196399,0,16000,466599,3806660.0,S2KY00012,M000355,0.009378300137128086,0.02548165583477379,0.03191774416417542,0.05159352293086328,0.0,0.004203159725323512
"Stewart, Chris",Republican,House,8000,3500,3500,79500,0,6000,100500,1219219.97,H2UT02324,S001192,0.006561572314141147,0.002870687887436752,0.002870687887436752,0.06520562487177765,0.0,0.004921179235605861
"Davis, Rodney",Republican,House,29500,45000,51000,74000,0,15500,215000,4525198.699999999,H2IL13120,D000619,0.006519050754611064,0.009944314710423657,0.011270223338480144,0.016352873079363346,0.0,0.0034252639558125927
"Kelly, Mike",Republican,House,33500,46000,47000,123812,0,29000,279312,2943157.1,H0PA03271,K000376,0.011382334976274286,0.015629474892794544,0.015969246086116162,0.04206775098753648,0.0,0.009853364606326995
"Pompeo, Mike",Republican,House,9500,32500,57500,212000,0,18000,329500,3230810.71,H0KS04051,P000602,0.002940438438747159,0.010059394658871859,0.01779739055031175,0.06561820515941029,0.0,0.005571357041836722
"Roskam, Peter",Republican,House,3000,21000,25000,97000,0,28500,174500,6131387.609999999,H6IL06117,R000580,0.0004892856545404411,0.003424999581783087,0.004077380454503675,0.01582023616347426,0.0,0.004648213718134189
"McCarthy, Kevin",Republican,House,18000,110000,136500,323000,0,45000,632500,9939324.77,H6CA22125,M001165,0.0018109882126328789,0.011067150188312037,0.013733327279132665,0.03249717737113444,0.0,0.004527470531582197
"Rokita, Todd",Republican,House,12000,15000,16000,53000,0,13000,109000,1812946.54,H0IN04170,R000592,0.006619058938163725,0.008273823672704657,0.008825411917551634,0.02923417697688979,0.0,0.0071706471830107026
"Scott, Tim",Republican,Senate,28000,69000,72000,149700,0,24000,342700,1125003.3900000001,H0SC01279,S001184,0.024888813890596363,0.06133314851611246,0.06399980714724779,0.1330662656936527,0.0,0.021333269049082598
"Noem, Kristi",Republican,House,7000,29500,24750,80500,0,22000,163750,3213301.21,H0SD00054,N000184,0.0021784450141852717,0.00918058970263793,0.0077023591572979245,0.025052117663130622,0.0,0.00684654147315371
"Cruz, Ted",Republican,Senate,11000,15000,22500,122500,0,10000,181000,1258915.0,S2TX00312,C001098,0.008737682845942736,0.011915022062649185,0.01787253309397378,0.09730601351163502,0.0,0.007943348041766125
"Kline, John",Republican,House,8500,15000,15000,53000,0,11000,102500,2550473.12,H8MN06047,K000363,0.003332714990542617,0.005881261748016384,0.005881261748016384,0.020780458176324554,0.0,0.004312925281878681
"Pitts, Joe",Republican,House,2500,37500,38500,79000,0,43000,200500,2905962.95,H6PA16197,P000373,0.0008603000255044545,0.012904500382566818,0.0132486203927686,0.027185480805940763,0.0,0.014797160438676618
"Heck, Joe",Republican,House,11000,17000,17000,136750,2000,14000,197750,3051895.36,H0NV03058,H001055,0.003604317547768086,0.00557030893745977,0.00557030893745977,0.04480822042338962,0.0006553304632305611,0.004587313242613928
"Heitkamp, Heidi",Democrat,Senate,15500,39500,43500,72500,0,7000,178000,1043745.0,S2ND00099,H001069,0.0148503705406972,0.03784449266822835,0.04167684635615021,0.06946141059358368,0.0,0.006706618953863252
"Corker, Bob",Republican,Senate,6000,24500,35000,59000,0,20000,144500,2186052.0,S6TN00216,C001071,0.0027446739601802704,0.011207418670736104,0.016010598101051578,0.026989293941772657,0.0,0.0091489132006009
"Olson, Pete",Republican,House,3000,53000,102999,248400,0,14000,421399,2882658.96,H8TX22107,O000168,0.0010407058350044988,0.018385803085079477,0.03573055343320946,0.0861704431383725,0.0,0.004856627230020994
"Rigell, Scott",Republican,House,2000,1250,1250,45000,0,18000,67500,1712402.6099999999,H0VA02084,R000589,0.0011679496330597161,0.0007299685206623226,0.0007299685206623226,0.026278866743843613,0.0,0.010511546697537445
"Mica, John L",Republican,House,1000,16000,18500,90000,0,44000,169500,3143399.75,H2FL08055,M000689,0.00031812689429653354,0.005090030308744537,0.00588534754448587,0.02863142048668802,0.0,0.013997583349047476
"Tiberi, Pat",Republican,House,9500,113500,153500,112500,0,37000,426000,8722765.07,H0OH12062,T000462,0.0010891041915909354,0.013011929025849597,0.017597630885179853,0.012897286479366341,0.0,0.004241774219880486
"Latta, Robert E",Republican,House,3000,56500,76000,88500,4000,16000,244000,2130548.17,H8OH05036,L000566,0.0014080883231098221,0.026518996751901648,0.03567157085211549,0.04153860553173975,0.0018774510974797628,0.007509804389919051
"Frelinghuysen, Rodney",Republican,House,4000,46500,49500,22000,500,43000,165500,2606722.81,H2NJ05014,F000372,0.0015344938037351197,0.017838490468420766,0.018989360821222108,0.00843971592054316,0.00019181172546688997,0.016495808390152536
"Gosar, Paul",Republican,House,8500,7500,9500,53500,2000,1000,82000,1275582.99,H0AZ01259,G000565,0.006663619746136627,0.00587966448188526,0.007447575010387996,0.041941606637448184,0.0015679105285027358,0.0007839552642513679
"Duckworth, Tammy",Democrat,House,250,0,0,0,1500,17500,19250,1693429.54,H6IL06141,D000622,0.00014762940771660332,0.0,0.0,0.0,0.0008857764462996199,0.010334058540162231
"Larsen, Rick",Democrat,House,7000,3000,3000,28000,0,34000,75000,3577767.87,H0WA02080,L000560,0.001956527157252379,0.0008385116388224482,0.0008385116388224482,0.007826108629009516,0.0,0.009503131906654413
"Fitzpatrick, Michael G",Republican,House,1000,20000,20000,42250,0,12000,95250,2682152.1799999997,H4PA08074,F000451,0.00037283492243903927,0.007456698448780785,0.007456698448780785,0.01575227547304941,0.0,0.004474019069268471
"Wenstrup, Brad",Republican,House,3000,27250,27250,34500,0,17000,109000,1076167.74,H2OH02085,W000815,0.0027876695133046826,0.025321331412517533,0.025321331412517533,0.03205819940300385,0.0,0.015796793908726535
"Cramer, Kevin",Republican,House,30000,37500,35500,164200,0,13000,280200,1735601.0,H0ND01026,C001096,0.017285078770984806,0.021606348463731006,0.02045400987899869,0.0946069978065235,0.0,0.007490200800760082
"Harper, Gregg",Republican,House,5500,82000,85000,74500,0,24000,271000,1730181.6,H8MS03067,H001045,0.0031788570633279186,0.0473938689441617,0.0491277909787042,0.043059063857805446,0.0,0.01387137627634001
"Salmon, Matt",Republican,House,4500,7000,8500,38500,1000,3000,62500,62500.0,H2AZ06130,S000018,0.072,0.112,0.136,0.616,0.016,0.048
"Cassidy, Bill",Republican,House,25000,20500,39900,136000,0,1000,222400,1376483.25,H8LA00017,C001075,0.018162226093198012,0.014893025396422368,0.028986912844744025,0.09880250994699717,0.0,0.0007264890437279205
"Jenkins, Evan",Republican,House,20500,10000,15000,51000,0,6500,103000,103000.0,S8WV00127,J000297,0.19902912621359223,0.0970873786407767,0.14563106796116504,0.49514563106796117,0.0,0.06310679611650485
"Tillis, Thom",Republican,Senate,28500,26000,26000,57100,0,7500,145100,1160612.0,S4NC00162,T000476,0.024556010105013563,0.022401974130889565,0.022401974130889565,0.04919818164899208,0.0,0.00646210792237199
"Ernst, Joni",Republican,Senate,23000,7500,13500,42500,0,5000,91500,1370721.14,S4IA00129,E000295,0.016779488787923708,0.005471572430844687,0.009848830375520437,0.031005577108119894,0.0,0.003647714953896458
"Mooney, Alex",Republican,House,19500,11000,16000,24500,0,2500,73500,1096938.78,H4WV02080,M001195,0.017776744113285885,0.010027906935699729,0.01458604645192688,0.022334883629513035,0.0,0.002279069758113575
"Byrne, Bradley",Republican,House,5000,31000,31000,39000,0,9000,115000,1828050.99,H4AL01123,B001289,0.002735153465276152,0.01695795148471214,0.01695795148471214,0.021334197029153984,0.0,0.004923276237497073
"Lucas, Frank D",Republican,House,1500,10000,14500,144000,1000,21000,192000,3640535.7199999997,H4OK06056,L000491,0.0004120272716346264,0.002746848477564176,0.003982930292468055,0.03955461807692413,0.00027468484775641756,0.0057683818028847695
"Flores, Bill",Republican,House,1500,11500,44785,235500,0,9000,302285,2578441.1399999997,H0TX17104,F000461,0.0005817468456929757,0.004460059150312813,0.017369021656239943,0.09133425477379717,0.0,0.003490481074157854
