Recipient,Party,Chamber,Coal Total,Hydro Total,Nuclear Total,Oil Total,Solar Total,Wind Total,Total,PAC Total,FEC Candidate ID,ID,Coal Ratio,Hydro Ratio,Nuclear Ratio,Oil Ratio,Solar Ratio,Wind Ratio
"Zinke, Ryan K",Republican,House,19000,2000,2000,29500,0,10000,62500,781854.0,H4MT01041,Z000018,0.024301212246787763,0.002558022341767133,0.002558022341767133,0.037730829541065214,0.0,0.012790111708835665
"Jenkins, Evan",Republican,House,6500,10000,15000,33500,0,6500,71500,71500.0,S8WV00127,J000297,0.09090909090909091,0.13986013986013987,0.2097902097902098,0.46853146853146854,0.0,0.09090909090909091
"Cramer, Kevin",Republican,House,14000,30500,31500,86700,0,11000,173700,871500.0,H0ND01026,C001096,0.01606425702811245,0.03499713138267355,0.03614457831325301,0.09948364888123924,0.0,0.012621916236374068
"Lummis, Cynthia",Republican,House,6000,1000,1000,9500,0,0,17500,61000.0,H8WY00148,L000571,0.09836065573770492,0.01639344262295082,0.01639344262295082,0.1557377049180328,0.0,0.0
"Barton, Joe",Republican,House,4500,15000,31000,78732,0,6500,135732,730552.98,H4TX06117,B000213,0.006159717533422422,0.02053239177807474,0.042433609674687796,0.1077704179647587,0.0,0.008897369770499054
"Paul, Rand",Republican,Senate,14500,11000,11000,32000,0,0,68500,878600.0,S0KY00156,P000603,0.016503528340541772,0.012519918051445481,0.012519918051445481,0.03642157978602322,0.0,0.0
"Walberg, Tim",Republican,House,5500,13000,13000,26000,0,0,57500,1135614.0,H4MI07103,W000798,0.004843194958850454,0.011447551720919257,0.011447551720919257,0.022895103441838514,0.0,0.0
"LaHood, Darin",Republican,House,4000,12000,12000,20000,0,4000,52000,1074226.24,H6IL18088,L000585,0.0037236104007289934,0.011170831202186982,0.011170831202186982,0.01861805200364497,0.0,0.0037236104007289934
"Guthrie, Brett",Republican,House,4000,22500,25500,40500,0,4000,96500,1460828.01,H8KY02031,G000558,0.002738173126896711,0.015402223838794001,0.017455853683966533,0.0277240029098292,0.0,0.002738173126896711
"Johnson, Bill",Republican,House,4000,37000,44500,57500,0,10500,153500,1086950.0,H0OH06189,J000292,0.0036800220801324808,0.03404020424122545,0.040940245641473846,0.052900317401904415,0.0,0.009660057960347763
"McConnell, Mitch",Republican,Senate,3700,21000,29500,22000,0,1000,77200,77200.0,S2KY00012,M000355,0.04792746113989637,0.27202072538860106,0.38212435233160624,0.2849740932642487,0.0,0.012953367875647668
"Calvert, Ken",Republican,House,6000,0,0,31000,0,4000,41000,743005.49,H2CA37023,C000059,0.008075310452955065,0.0,0.0,0.041722437340267836,0.0,0.005383540301970044
"Bishop, Rob",Republican,House,3500,6500,6500,65500,0,0,82000,620773.57,H2UT01094,B001250,0.005638126636093738,0.01047080660988837,0.01047080660988837,0.1055135127611828,0.0,0.0
"Johnson, Ron",Republican,Senate,8500,13000,14500,68500,0,15000,119500,2219078.0,S0WI00197,J000293,0.003830419660778035,0.005858288892954641,0.006534245303680177,0.030868676089799457,0.0,0.006759564107255356
"Shuster, Bill",Republican,House,13500,40500,42000,95200,0,16500,207700,207700.0,H2PA09035,S001154,0.06499759268175252,0.19499277804525758,0.20221473278767452,0.45835339431872896,0.0,0.07944150216658642
"Gosar, Paul",Republican,House,3000,4000,5000,12500,0,0,24500,291410.45,H0AZ01259,G000565,0.010294757789228217,0.013726343718970956,0.017157929648713696,0.04289482412178424,0.0,0.0
"Thune, John",Republican,Senate,5500,20000,20500,54000,1000,12000,113000,2385972.0,S2SD00068,T000250,0.002305140211201137,0.00838232804073141,0.008591886241749693,0.022632285709974803,0.0004191164020365704,0.005029396824438845
"Chaffetz, Jason",Republican,House,3000,8500,8500,19500,0,1000,40500,790301.17,H8UT03089,C001076,0.003796021205434885,0.01075539341539884,0.01075539341539884,0.02467413783532675,0.0,0.0012653404018116282
"Hoeven, John",Republican,Senate,17500,19750,18750,88500,0,9250,153750,1361856.0,S0ND00093,H001061,0.01285011043752056,0.014502267493773204,0.013767975468772028,0.06498484421260398,0.0,0.0067922012312608675
"Murphy, Tim",Republican,House,10500,24500,27000,30000,0,5000,97000,986157.99,H2PA18143,M001151,0.010647381156441272,0.024843889365029632,0.02737898011656327,0.030421089018403635,0.0,0.005070181503067272
"Wagner, Ann L",Republican,House,5000,16500,19500,20500,0,8500,70000,1250500.0,H2MO02102,W000812,0.003998400639744102,0.013194722111155539,0.015593762495002,0.01639344262295082,0.0,0.006797281087564974
"Newhouse, Dan",Republican,House,4000,3000,3000,16500,0,8000,34500,741771.42,H4WA04104,N000189,0.005392496788296319,0.004044372591222239,0.004044372591222239,0.022244049251722315,0.0,0.010784993576592638
"Davis, Rodney",Republican,House,2500,22000,24500,23500,0,7500,80000,1828745.31,H2IL13120,D000619,0.0013670575045794649,0.01203010604029929,0.013397163544878755,0.01285034054304697,0.0,0.004101172513738395
"Simpson, Mike",Republican,House,2500,18700,21200,10000,0,1000,53400,741096.51,H8ID02064,S001148,0.003373379804473779,0.025232880937463866,0.028606260741937645,0.013493519217895116,0.0,0.0013493519217895116
"Stewart, Chris",Republican,House,2500,2000,2000,30000,0,2000,38500,539619.97,H2UT02324,S001192,0.004632890068912757,0.003706312055130206,0.003706312055130206,0.05559468082695309,0.0,0.003706312055130206
"Coffman, Mike",Republican,House,2500,8500,8500,61000,0,1000,81500,1322973.15,H8CO06138,C001077,0.0018896830974989931,0.006424922531496577,0.006424922531496577,0.04610826757897543,0.0,0.0007558732389995972
"Smith, Adrian",Republican,House,2500,0,0,8500,0,8000,19000,921457.99,H6NE03115,S001172,0.0027130916733382497,0.0,0.0,0.009224511689350049,0.0,0.0086818933546824
"Walden, Greg",Republican,House,3500,51000,55500,77500,0,10000,197500,2112163.61,H6OR02116,W000791,0.0016570686018021114,0.024145856769116483,0.026276373542862053,0.03669223332561818,0.0,0.004734481719434604
"Costa, Jim",Democrat,House,2500,4500,4500,45500,0,0,57000,911633.06,H4CA20082,C001059,0.0027423314376071443,0.004936196587692859,0.004936196587692859,0.04991043216445002,0.0,0.0
"Thompson, Glenn",Republican,House,3500,16500,16500,22000,0,4000,62500,468039.47,H8PA05071,T000467,0.0074780018018565835,0.03525343706589532,0.03525343706589532,0.0470045827545271,0.0,0.008546287773550381
"Cheney, Liz",Republican,House,7500,0,0,19200,0,1000,27700,276096.54,H6WY00159,C001109,0.027164411404793413,0.0,0.0,0.06954089319627113,0.0,0.003621921520639122
"Foxx, Virginia",Republican,House,2000,14000,14000,16000,0,5000,51000,682606.48,H4NC05146,F000450,0.002929945815926037,0.020509620711482258,0.020509620711482258,0.023439566527408296,0.0,0.007324864539815092
"Frelinghuysen, Rodney",Republican,House,2000,17500,16500,11000,0,13000,60000,924020.34,H2NJ05014,F000372,0.002164454518392961,0.018938977035938408,0.01785674977674193,0.011904499851161286,0.0,0.014068954369554246
"Kirk, Mark",Republican,Senate,9000,14000,13000,37500,2500,16500,92500,2280451.0,S0IL00261,K000360,0.003946587758298687,0.006139136512909069,0.005700626761986993,0.016444115659577863,0.001096274377305191,0.00723541089021426
"Walorski, Jackie",Republican,House,2000,5500,6500,25000,0,11000,50000,880804.69,H0IN02190,W000813,0.002270650943059806,0.006244290093414467,0.00737961556494437,0.028383136788247575,0.0,0.012488580186828933
"Ashford, Brad",Democrat,House,2000,2000,2000,21000,0,6000,33000,1269094.27,H4NE02054,A000373,0.0015759270585943154,0.0015759270585943154,0.0015759270585943154,0.01654723411524031,0.0,0.004727781175782947
"Fleischmann, Chuck",Republican,House,2000,9000,9000,6000,0,0,26000,653725.28,H0TN03254,F000459,0.0030593891060783206,0.013767250977352444,0.013767250977352444,0.009178167318234962,0.0,0.0
"Smith, Jason",Republican,House,2000,14000,17500,26500,0,7000,67000,1109895.19,H4MO08162,S001195,0.001801971950162249,0.012613803651135744,0.01576725456391968,0.0238761283396498,0.0,0.006306901825567872
"Young, Don",Republican,House,2000,0,0,21000,0,3000,26000,459603.99,H6AK00045,Y000033,0.0043515723177250925,0.0,0.0,0.04569150933611347,0.0,0.006527358476587638
"Gibbs, Bob",Republican,House,2000,11500,17500,22000,0,7000,60000,624120.28,H0OH18077,G000563,0.003204510515184669,0.018425935462311846,0.028039467007865856,0.03524961566703136,0.0,0.011215786803146341
"Hollingsworth, Trey",Republican,House,2000,1000,1000,12500,0,2000,18500,285500.0,H6IN09176,H001074,0.0070052539404553416,0.0035026269702276708,0.0035026269702276708,0.043782837127845885,0.0,0.0070052539404553416
"Harris, Andy",Republican,House,2000,1000,1000,17000,0,0,21000,483658.37,H8MD01094,H001052,0.0041351501887582345,0.0020675750943791173,0.0020675750943791173,0.035148776604444994,0.0,0.0
"McCarthy, Kevin",Republican,House,14500,37500,50000,113500,0,12500,228000,3279747.09,H6CA22125,M001165,0.004421072601668198,0.011433808452590167,0.015245077936786889,0.03460632691650624,0.0,0.003811269484196722
"Benishek, Dan",Republican,House,2000,6000,6000,15500,0,0,29500,329000.0,H0MI01088,B001271,0.0060790273556231,0.0182370820668693,0.0182370820668693,0.04711246200607903,0.0,0.0
"Nunes, Devin",Republican,House,2000,11000,11000,44500,0,10000,78500,1623714.4,H8CA20059,N000181,0.0012317437105934393,0.006774590408263917,0.006774590408263917,0.027406297560704028,0.0,0.006158718552967197
"Donnelly, Joe",Democrat,Senate,2000,1000,1000,0,0,2000,6000,6000.0,S2IN00091,D000607,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333
"Stivers, Steve",Republican,House,2000,14500,27500,28850,0,10000,82850,1900359.07,H8OH15076,S001187,0.001052432685787113,0.007630136971956568,0.014470949429572801,0.015181341492479102,0.0,0.005262163428935564
"Schrader, Kurt",Democrat,House,2000,20500,20500,26000,0,5500,74500,1342528.88,H8OR05107,S001180,0.0014897258672007118,0.015269690138807294,0.015269690138807294,0.01936643627360925,0.0,0.004096746134801957
"Peterson, Collin",Democrat,House,1500,7000,5000,26000,0,0,39500,1005647.87,H2MN07014,P000258,0.0014915757739336732,0.006960686945023808,0.0049719192464455775,0.025853980081517004,0.0,0.0
"Capito, Shelley Moore",Republican,Senate,1500,0,2500,0,0,0,4000,4000.0,H0WV02138,C001047,0.375,0.0,0.625,0.0,0.0,0.0
"Heitkamp, Heidi",Democrat,Senate,8000,17000,20500,22000,0,2000,69500,69500.0,S2ND00099,H001069,0.11510791366906475,0.2446043165467626,0.2949640287769784,0.31654676258992803,0.0,0.02877697841726619
"Bishop, Sanford",Democrat,House,1000,16500,16500,10000,0,0,44000,809811.43,H2GA02031,B000490,0.001234855378615735,0.02037511374715963,0.02037511374715963,0.012348553786157353,0.0,0.0
"Cuellar, Henry",Democrat,House,1000,2000,4000,64202,0,3000,74202,968040.51,H2TX23082,C001063,0.0010330146204315354,0.002066029240863071,0.004132058481726142,0.06632160466094544,0.0,0.0030990438612946065
"Olson, Pete",Republican,House,1000,32000,44500,87900,0,5500,170900,963645.44,H8TX22107,O000168,0.001037726074851763,0.03320723439525641,0.04617881033090345,0.09121612197946996,0.0,0.005707493411684696
"Manchin, Joe",Democrat,Senate,1000,6000,6000,0,0,1000,14000,14000.0,S0WV00090,M001183,0.07142857142857142,0.42857142857142855,0.42857142857142855,0.0,0.0,0.07142857142857142
"Sasse, Ben",Republican,Senate,1000,1000,1000,3500,0,5000,11500,11500.0,S4NE00090,S001197,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.30434782608695654,0.0,0.43478260869565216
"Duncan, John J Jr",Republican,House,1000,1000,1000,1000,0,1000,5000,254231.1,H8TN02069,D000533,0.00393342907299697,0.00393342907299697,0.00393342907299697,0.00393342907299697,0.0,0.00393342907299697
"Hurd, Will",Republican,House,1000,30000,47500,111000,0,11000,200500,1767514.97,H0TX23086,H001073,0.0005657660709940126,0.016972982129820378,0.026873888372215597,0.06280003388033539,0.0,0.006223426780934138
"Tiberi, Pat",Republican,House,1000,34500,45500,42500,0,12000,135500,2860606.43,H0OH12062,T000462,0.0003495762260451886,0.012060379798559007,0.015905718285056082,0.014856989606920515,0.0,0.004194914712542263
"Cornyn, John",Republican,Senate,1000,1000,4000,16000,500,6500,29000,29000.0,S2TX00106,C001056,0.034482758620689655,0.034482758620689655,0.13793103448275862,0.5517241379310345,0.017241379310344827,0.22413793103448276
"Hultgren, Randy",Republican,House,1000,13000,14000,6000,0,8500,42500,868382.71,H0IL14080,H001059,0.0011515659955965729,0.014970357942755448,0.01612192393835202,0.006909395973579437,0.0,0.00978831096257087
"Westerman, Bruce",Republican,House,1000,7500,7500,24500,0,0,40500,379710.0,H4AR04048,W000821,0.0026335887914461036,0.019751915935845778,0.019751915935845778,0.06452292539042954,0.0,0.0
"Comstock, Barbara",Republican,House,1000,6000,6000,34000,0,10000,57000,1930020.0,H4VA10089,C001105,0.000518129345809888,0.003108776074859328,0.003108776074859328,0.017616397757536192,0.0,0.00518129345809888
"Pearce, Steve",Republican,House,1000,2000,9500,59800,0,3000,75300,487212.1,H2NM02126,P000588,0.0020524941806658744,0.004104988361331749,0.019498694716325808,0.12273915200381928,0.0,0.006157482541997623
"Scott, Tim",Republican,Senate,1000,30500,32500,61200,0,10000,135200,135200.0,H0SC01279,S001184,0.0073964497041420114,0.22559171597633135,0.2403846153846154,0.4526627218934911,0.0,0.07396449704142012
"Holding, George",Republican,House,1000,11000,14000,27500,0,12000,65500,1490245.13,H2NC13110,H001065,0.0006710305438139563,0.0073813359819535195,0.009394427613395389,0.0184533399548838,0.0,0.008052366525767476
"Graves, Sam",Republican,House,1000,10000,13500,2500,0,7500,34500,1200321.4,H0MO06073,G000546,0.0008331101986517945,0.008331101986517944,0.011246987681799226,0.002082775496629486,0.0,0.006248326489888459
"Buck, Ken",Republican,House,1000,3000,3000,29500,0,1000,37500,37500.0,S0CO00237,B001297,0.02666666666666667,0.08,0.08,0.7866666666666666,0.0,0.02666666666666667
"Hartzler, Vicky",Republican,House,1000,10000,11000,1000,0,6000,29000,423529.22,H0MO04086,H001053,0.002361112180170237,0.023611121801702373,0.025972233981872612,0.002361112180170237,0.0,0.014166673081021423
"Sessions, Jeff",Republican,Senate,1000,0,0,0,0,0,1000,1000.0,S6AL00195,S001141,1.0,0.0,0.0,0.0,0.0,0.0
"Boozman, John",Republican,Senate,1000,19000,29000,58500,0,2000,109500,109500.0,H2AR03176,B001236,0.0091324200913242,0.1735159817351598,0.2648401826484018,0.5342465753424658,0.0,0.0182648401826484
"Kennedy, John",Republican,Senate,1000,15000,22000,61200,0,0,99200,1016358.0,S4LA00065,K000393,0.0009839052774711272,0.01475857916206691,0.0216459161043648,0.06021500298123299,0.0,0.0
"Long, Billy",Republican,House,2500,17000,22000,39500,0,10000,91000,934111.68,H0MO07113,L000576,0.002676339514350147,0.018199108697581,0.023551787726281293,0.04228616432673232,0.0,0.010705358057400588
"Pompeo, Mike",Republican,House,1000,9000,15000,67500,0,3000,95500,906797.75,H0KS04051,P000602,0.0011027817393680123,0.00992503565431211,0.016541726090520185,0.07443776740734083,0.0,0.003308345218104037
"Fischer, Deb",Republican,Senate,2000,2500,2500,5000,0,2000,14000,14000.0,S2NE00094,F000463,0.14285714285714285,0.17857142857142858,0.17857142857142858,0.35714285714285715,0.0,0.14285714285714285
"Massie, Thomas",Republican,House,1000,2000,2000,10000,0,0,15000,110388.0,H2KY04121,M001184,0.009058955683588795,0.01811791136717759,0.01811791136717759,0.09058955683588796,0.0,0.0
"Upton, Fred",Republican,House,2000,62000,78000,89000,0,10000,241000,1978904.0,H6MI04113,U000031,0.001010660446388506,0.03133047383804369,0.03941575740915173,0.04497438986428851,0.0,0.005053302231942529
"Luetkemeyer, Blaine",Republican,House,1000,14000,15000,1000,0,10000,41000,1341652.36,H8MO09153,L000569,0.0007453495628331022,0.010434893879663431,0.011180243442496534,0.0007453495628331022,0.0,0.007453495628331023
"Kinzinger, Adam",Republican,House,1000,32000,32000,29000,0,12000,106000,1165611.08,H0IL11052,K000378,0.0008579190925329913,0.027453410961055722,0.027453410961055722,0.024879653683456748,0.0,0.010295029110395896
"Lankford, James",Republican,Senate,1000,12500,15000,104000,0,5500,138000,138000.0,H0OK05114,L000575,0.007246376811594203,0.09057971014492754,0.10869565217391304,0.7536231884057971,0.0,0.03985507246376811
"Mooney, Alex",Republican,House,2000,11000,11000,11000,0,0,35000,519413.63,H4WV02080,M001195,0.0038504957985026306,0.02117772689176447,0.02117772689176447,0.02117772689176447,0.0,0.0
"Flores, Bill",Republican,House,500,4500,16309,96500,0,1000,118809,1109430.44,H0TX17104,F000461,0.00045068170294660384,0.0040561353265194345,0.014700335786712326,0.08698156866869455,0.0,0.0009013634058932077
"Graham, Lindsey",Republican,Senate,3500,3500,3500,0,0,5000,15500,15500.0,S0SC00149,G000359,0.22580645161290322,0.22580645161290322,0.22580645161290322,0.0,0.0,0.3225806451612903
"Boustany, Charles Jr",Republican,House,2500,27000,30000,87000,0,10000,156500,895172.62,H4LA07029,B001255,0.0027927574460443172,0.030161780417278624,0.033513089352531805,0.09718795912234224,0.0,0.011171029784177269
"Tester, Jon",Democrat,Senate,2500,1000,1000,1000,0,2000,7500,7500.0,S6MT00162,T000464,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.26666666666666666
"Isakson, Johnny",Republican,Senate,5000,23000,24000,41000,500,11000,104500,2788946.0,S6GA00119,I000055,0.001792791972307818,0.008246843072615964,0.008605401467077526,0.014700894172924108,0.0001792791972307818,0.0039441423390772
"Shelby, Richard C",Republican,Senate,2500,8000,8000,38500,0,9000,66000,1596350.0,S6AL00013,S000320,0.001566072603125881,0.005011432330002819,0.005011432330002819,0.024117518088138567,0.0,0.0056378613712531715
"Fitzpatrick, Brian",Republican,House,2000,6000,6000,17500,0,0,31500,817554.0,H6PA08277,F000466,0.0024463215885433868,0.00733896476563016,0.00733896476563016,0.021405313899754634,0.0,0.0
"Barletta, Lou",Republican,House,1000,17000,17000,20500,0,4000,59500,710333.9,H2PA11098,B001269,0.0014077886470010793,0.023932406999018347,0.023932406999018347,0.028859667263522126,0.0,0.005631154588004317
"Cruz, Ted",Republican,Senate,5000,0,0,0,0,0,5000,5000.0,S2TX00312,C001098,1.0,0.0,0.0,0.0,0.0,0.0
"Kelly, Trent",Republican,House,2700,14500,14500,7000,0,4000,42700,485658.0,H6MS01131,K000388,0.0055594677736184725,0.029856401006469573,0.029856401006469573,0.014413434968640483,0.0,0.008236248553508848
"Flake, Jeff",Republican,Senate,2500,0,0,5000,0,1000,8500,8500.0,S2AZ00141,F000444,0.29411764705882354,0.0,0.0,0.5882352941176471,0.0,0.11764705882352941
"McCaskill, Claire",Democrat,Senate,1000,4500,5500,0,0,0,11000,11000.0,S6MO00305,M001170,0.09090909090909091,0.4090909090909091,0.5,0.0,0.0,0.0
"Bennet, Michael",Democrat,Senate,1000,2000,3500,45000,1000,9000,61500,2998307.0,S0CO00211,B001267,0.0003335215506617568,0.0006670431013235136,0.0011673254273161487,0.015008469779779056,0.0003335215506617568,0.003001693955955811
"Clay, William L Jr",Democrat,House,0,10000,10000,0,0,0,20000,586760.5,H0MO01066,C001049,0.0,0.01704272867720305,0.01704272867720305,0.0,0.0,0.0
"Bustos, Cheri",Democrat,House,0,20000,21000,2500,0,10000,53500,1386430.35,H2IL17071,B001286,0.0,0.014425535332517784,0.015146812099143673,0.001803191916564723,0.0,0.007212767666258892
"Cleaver, Emanuel",Democrat,House,0,2000,3500,0,0,1000,6500,914573.78,H4MO05234,C001061,0.0,0.0021868109973587914,0.003826919245377885,0.0,0.0,0.0010934054986793957
"Paulsen, Erik",Republican,House,0,17000,18000,35200,0,12000,82200,2439231.15,H8MN03077,P000594,0.0,0.006969409192728619,0.007379374439359714,0.014430776681414553,0.0,0.004919582959573143
"Hoyer, Steny H",Democrat,House,0,48500,64500,8500,0,12500,134000,2481618.21,H2MD05155,H000874,0.0,0.0195436992703241,0.02599110521517329,0.003425184408201131,0.0,0.005037035894413428
"McCain, John",Republican,Senate,0,30000,31500,42000,2000,8500,114000,2144221.0,S6AZ00019,M000303,0.0,0.013991095134316844,0.014690649891032687,0.019587533188043585,0.000932739675621123,0.003964143621389773
"Scalise, Steve",Republican,House,0,40500,54200,120500,0,13000,228200,489849.86,H0LA01087,S001176,0.0,0.0826783945595085,0.1106461477808731,0.24599374183755,0.0,0.02653874393268174
"McNerney, Jerry",Democrat,House,0,7000,7000,0,0,1000,15000,484674.56,H4CA11081,M001166,0.0,0.01444268087848473,0.01444268087848473,0.0,0.0,0.0020632401254978188
"Lance, Leonard",Republican,House,0,11000,12000,10500,0,4500,38000,694659.79,H6NJ12136,L000567,0.0,0.015835089576726472,0.017274643174610697,0.015115312777784358,0.0,0.006477991190479011
"Brooks, Susan",Republican,House,0,11500,15000,20000,0,5000,51500,891946.04,H2IN05082,B001284,0.0,0.012893156630865248,0.016817160822867716,0.02242288109715695,0.0,0.005605720274289238
"Davis, Danny K",Democrat,House,0,3500,1000,0,0,2000,6500,491519.52,H4IL07037,D000096,0.0,0.0071207751830486814,0.002034507195156766,0.0,0.0,0.004069014390313532
"Kaine, Tim",Democrat,Senate,0,9000,11500,0,0,1000,21500,21500.0,S2VA00142,K000384,0.0,0.4186046511627907,0.5348837209302325,0.0,0.0,0.046511627906976744
"Graves, Garret",Republican,House,0,21000,25500,75500,0,6000,128000,881967.58,H4LA06153,G000577,0.0,0.023810399017161154,0.0289126273779814,0.08560405360931748,0.0,0.00680297114776033
"McHenry, Patrick",Republican,House,0,16500,16500,58000,0,7500,98500,1703709.98,H4NC10047,M001156,0.0,0.00968474693093011,0.00968474693093011,0.034043352848117964,0.0,0.004402157695877323
"Thompson, Bennie G",Democrat,House,0,35500,35500,1000,0,6000,78000,867666.89,H4MS02068,T000193,0.0,0.04091431908851564,0.04091431908851564,0.0011525160306624124,0.0,0.0069150961839744745
"Ellmers, Renee",Republican,House,0,14000,16000,16000,0,11000,57000,1090608.02,H0NC02059,E000291,0.0,0.012836876075787523,0.01467071551518574,0.01467071551518574,0.0,0.010086116916690197
"Dingell, Debbie",Democrat,House,0,14000,16000,2700,0,5000,37700,587677.87,H4MI12079,D000624,0.0,0.02382257477212814,0.027225799739575018,0.004594353706053284,0.0,0.008508062418617193
"Levin, Sander",Democrat,House,0,13000,14000,0,0,8000,35000,1038880.0,H2MI17023,L000263,0.0,0.012513476051131988,0.013476051131988295,0.0,0.0,0.007700600646850454
"Murray, Patty",Democrat,Senate,0,16000,17000,0,0,11000,44000,2808166.0,S2WA00189,M001111,0.0,0.0056976688700027,0.006053773174377868,0.0,0.0,0.003917147348126856
"Huizenga, Bill",Republican,House,0,9000,9000,16000,0,0,34000,761906.03,H0MI02094,H001058,0.0,0.011812480339603035,0.011812480339603035,0.02099996504818317,0.0,0.0
"Clyburn, James E",Democrat,House,0,38500,41000,3000,0,10000,92500,1786161.97,H2SC02042,C000537,0.0,0.021554596193759518,0.022954245297250396,0.0016795789241890533,0.0,0.005598596413963511
"Fudge, Marcia L",Democrat,House,0,20000,21000,0,0,2500,43500,646737.69,H8OH11141,F000455,0.0,0.030924438623640447,0.03247066055482247,0.0,0.0,0.003865554827955056
