,Unnamed: 0,bill_id,member_id,vote_position,bill_cycle,bill_prop_party,member_party,percent_oil,percent_solar,percent_wind,percent_hydro,percent_nuclear,percent_coal,metric_oil,metric_solar,metric_wind,metric_hydro,metric_nuclear,metric_coal
147,147,hr1900-113,C001068,Yes,2014,R,D,0.0,0.0,0.003156361442902857,0.0,0.0,0.0,1,0,0,0,0,0
148,148,hr1900-113,C001053,No,2014,R,R,0.09554545087767642,0.0,0.007837712767309393,0.0,0.0007464488349818469,0.0007464488349818469,1,0,0,0,0,0
149,149,hr1900-113,C001093,No,2014,R,R,0.01867853610048087,0.0,0.007184052346338795,0.022988967508284143,0.022988967508284143,0.0,1,0,0,0,0,0
150,150,hr1900-113,C001092,No,2014,R,R,0.03027241305133443,0.0,0.004128056325181968,0.0,0.0,0.0,1,0,0,0,0,0
151,151,hr1900-113,C001062,No,2014,R,R,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
152,152,hr1900-113,C001078,Yes,2014,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
153,153,hr1900-113,C001094,No,2014,R,R,0.005740264511388685,0.0014350661278471713,0.004305198383541513,0.0,0.0,0.0,1,0,0,0,0,0
154,154,hr1900-113,C000754,Yes,2014,R,D,0.0,0.0,0.007826608149074188,0.001956652037268547,0.001956652037268547,0.0,1,0,0,0,0,0
155,155,hr1900-113,C001059,Yes,2014,R,D,0.0485566962027551,0.0,0.0,0.0,0.0,0.0009118628394883588,1,0,0,0,0,0
156,156,hr1900-113,C001069,Yes,2014,R,D,0.0,0.0,0.004030652340748947,0.010300555981913978,0.0026871015604992988,0.0,1,0,0,0,0,0
157,157,hr1900-113,C001087,No,2014,R,R,0.02185514387328632,0.0,0.0014570095915524214,0.007285047957762108,0.008013552753538319,0.0,1,0,0,0,0,0
158,158,hr1900-113,C001063,Yes,2014,R,D,0.05412863529256176,0.0,0.00186650466526075,0.004666261663151875,0.012365593407352469,0.0,1,0,0,0,0,0
159,159,hr1900-113,C000984,Yes,2014,R,D,0.0006199336042430786,0.0,0.002789701219093853,0.001859800812729236,0.001859800812729236,0.0,1,0,0,0,0,0
160,160,hr1900-113,D000096,Yes,2014,R,D,0.0,0.0,0.00165229024074191,0.00826145120370955,0.00826145120370955,0.0,1,0,0,0,0,0
161,161,hr1900-113,D000619,No,2014,R,R,0.01872830444141295,0.0,0.002966860109530764,0.008529722814900947,0.009827724112820657,0.01001315286966633,1,0,0,0,0,0
162,162,hr1900-113,D000598,Yes,2014,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
163,163,hr1900-113,D000191,Yes,2014,R,D,0.0,0.0,0.0,0.0039962055229318645,0.0039962055229318645,0.0,1,0,0,0,0,0
164,164,hr1900-113,D000197,Yes,2014,R,D,0.00044988158127041484,0.0,0.0011996842167211062,0.015895815871554655,0.015895815871554655,0.0,1,0,0,0,0,0
165,165,hr1900-113,D000216,Yes,2014,R,D,0.0,0.0,0.0025392054334608533,0.003047046520153024,0.0020313643467686823,0.0,1,0,0,0,0,0
166,166,hr1900-113,D000617,Yes,2014,R,D,0.001072543725784376,0.0,0.001608815588676564,0.000536271862892188,0.000536271862892188,0.0,1,0,0,0,0,0
167,167,hr1900-113,D000616,No,2014,R,R,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
168,168,hr1900-113,D000610,Yes,2014,R,D,0.0,0.0014922196599567144,0.0014922196599567144,0.0,0.0,0.0,1,0,0,0,0,0
169,169,hr1900-113,D000600,No,2014,R,R,0.0038354887466725295,0.0,0.002092084770912289,0.004881531132128675,0.004881531132128675,0.0,1,0,0,0,0,0
