,name,session,chamber,party,fec_candidate_id,id,crp_id
946,Ron Kind,110,Rep.,D,,K000188,N00004403
947,Steve King,110,Rep.,R,,K000362,N00025237
948,Peter King,110,Rep.,R,,K000210,N00001193
949,Jack Kingston,110,Rep.,R,,K000220,None
950,Mark Kirk,110,Rep.,R,,K000360,None
951,Ron Klein,110,Rep.,D,,K000366,None
952,John Kline,110,Rep.,R,,K000363,None
953,Joseph Knollenberg,110,Rep.,R,,K000288,None
954,Dennis Kucinich,110,Rep.,D,,K000336,None
955,John Kuhl,110,Rep.,R,,K000364,None
956,Ray LaHood,110,Rep.,R,,L000552,None
957,Doug Lamborn,110,Rep.,R,,L000564,N00028133
958,Nicholas Lampson,110,Rep.,D,,L000043,None
959,Jim Langevin,110,Rep.,D,,L000559,N00009724
960,Tom Lantos,110,Rep.,D,,L000090,None
961,Rick Larsen,110,Rep.,D,,L000560,N00009759
962,John Larson,110,Rep.,D,,L000557,N00000575
963,Tom Latham,110,Rep.,R,,L000111,None
964,Steven LaTourette,110,Rep.,R,,L000553,None
965,Robert Latta,110,Rep.,R,,L000566,N00012233
966,Barbara Lee,110,Rep.,D,,L000551,N00008046
967,Sander Levin,110,Rep.,D,,L000263,N00003950
968,Jerry Lewis,110,Rep.,R,,L000274,None
969,John Lewis,110,Rep.,D,,L000287,N00002577
970,Ron Lewis,110,Rep.,R,,L000293,None
971,John Linder,110,Rep.,R,,L000321,None
972,Daniel Lipinski,110,Rep.,D,,L000563,N00027239
973,Frank LoBiondo,110,Rep.,R,,L000554,N00000851
974,Dave Loebsack,110,Rep.,D,,L000565,N00027741
975,Zoe Lofgren,110,Rep.,D,,L000397,N00007479
976,Nita Lowey,110,Rep.,D,,L000480,N00001024
977,Frank Lucas,110,Rep.,R,,L000491,N00005559
978,Dan Lungren,110,Rep.,R,,L000517,None
979,Stephen Lynch,110,Rep.,D,,L000562,N00013855
980,Connie Mack,110,Rep.,R,,M001155,None
981,Tim Mahoney,110,Rep.,D,,M001164,None
982,Carolyn Maloney,110,Rep.,D,,M000087,N00000078
983,Donald Manzullo,110,Rep.,R,,M001138,None
984,Kenny Marchant,110,Rep.,R,,M001158,N00026710
985,Edward Markey,110,Rep.,D,,M000133,N00000270
986,Jim Marshall,110,Rep.,D,,M001146,None
987,Jim Matheson,110,Rep.,D,,M001142,None
988,Doris Matsui,110,Rep.,D,,M001163,N00027459
989,Carolyn McCarthy,110,Rep.,D,,M000309,None
990,Kevin McCarthy,110,Rep.,R,,M001165,N00028152
991,Michael McCaul,110,Rep.,R,,M001157,N00026460
992,Betty McCollum,110,Rep.,D,,M001143,N00012942
993,Thaddeus McCotter,110,Rep.,R,,M001147,None
994,Jim McCrery,110,Rep.,R,,M000388,None
995,Jim McDermott,110,Rep.,D,,M000404,None
996,Jim McGovern,110,Rep.,D,,M000312,N00000179
997,Patrick McHenry,110,Rep.,R,,M001156,N00026627
998,John McHugh,110,Rep.,R,,M000472,None
999,Mike McIntyre,110,Rep.,D,,M000485,None
1000,Howard McKeon,110,Rep.,R,,M000508,None
1001,Cathy McMorris Rodgers,110,Rep.,R,,M001159,N00026314
1002,Jerry McNerney,110,Rep.,D,,M001166,N00026926
1003,Michael McNulty,110,Rep.,D,,M000590,None
1004,Martin Meehan,110,Rep.,D,,M000627,None
1005,Kendrick Meek,110,Rep.,D,,M001148,None
1006,Gregory Meeks,110,Rep.,D,,M001137,N00001171
1007,Charlie Melancon,110,Rep.,D,,M001161,None
1008,John Mica,110,Rep.,R,,M000689,None
1009,Michael Michaud,110,Rep.,D,,M001149,None
1010,Juanita Millender-McDonald,110,Rep.,D,,M000714,None
1011,Gary Miller,110,Rep.,R,,M001139,None
1012,Candice Miller,110,Rep.,R,,M001150,None
1013,George Miller,110,Rep.,D,,M000725,None
1014,Brad Miller,110,Rep.,D,,M001154,None
1015,Jeff Miller,110,Rep.,R,,M001144,None
1016,Harry Mitchell,110,Rep.,D,,M001167,None
1017,Alan Mollohan,110,Rep.,D,,M000844,None
1018,Gwen Moore,110,Rep.,D,,M001160,N00026914
1019,Dennis Moore,110,Rep.,D,,M001140,None
1020,James Moran,110,Rep.,D,,M000933,None
1021,Jerry Moran,110,Rep.,R,,M000934,N00005282
1022,Tim Murphy,110,Rep.,R,,M001151,N00024992
1023,Patrick Murphy,110,Rep.,D,,M001168,None
1024,Christopher Murphy,110,Rep.,D,,M001169,N00027566
1025,John Murtha,110,Rep.,D,,M001120,None
1026,Marilyn Musgrave,110,Rep.,R,,M001152,None
1027,Sue Myrick,110,Rep.,R,,M001134,None
1028,Jerrold Nadler,110,Rep.,D,,N000002,N00000939
1029,Grace Napolitano,110,Rep.,D,,N000179,N00006789
1030,Richard Neal,110,Rep.,D,,N000015,N00000153
1031,Randy Neugebauer,110,Rep.,R,,N000182,None
1032,Eleanor Norton,110,Del.,D,,N000147,N00001692
1033,Charles Norwood,110,Rep.,R,,N000159,None
1034,Devin Nunes,110,Rep.,R,,N000181,N00007248
1035,James Oberstar,110,Rep.,D,,O000006,None
1036,David Obey,110,Rep.,D,,O000007,None
1037,John Olver,110,Rep.,D,,O000085,None
1038,Solomon Ortiz,110,Rep.,D,,O000107,None
1039,Frank Pallone,110,Rep.,D,,P000034,N00000781
1040,Bill Pascrell,110,Rep.,D,,P000096,N00000751
1041,Ed Pastor,110,Rep.,D,,P000099,None
1042,Ron Paul,110,Rep.,R,,P000583,None
1043,Donald Payne,110,Rep.,D,,P000149,None
1044,Steve Pearce,110,Rep.,R,,P000588,N00012672
1045,Nancy Pelosi,110,Rep.,D,,P000197,N00007360
1046,Mike Pence,110,Rep.,R,,P000587,None
1047,Ed Perlmutter,110,Rep.,D,,P000593,N00027510
1048,Collin Peterson,110,Rep.,D,,P000258,N00004558
1049,John Peterson,110,Rep.,R,,P000263,None
1050,Tom Petri,110,Rep.,R,,P000265,None
1051,Charles Pickering,110,Rep.,R,,P000323,None
1052,Joe Pitts,110,Rep.,R,,P000373,None
1053,Todd Platts,110,Rep.,R,,P000585,None
1054,Ted Poe,110,Rep.,R,,P000592,N00026457
1055,Earl Pomeroy,110,Rep.,D,,P000422,None
1056,Jon Porter,110,Rep.,R,,P000589,None
1057,Tom Price,110,Rep.,R,,P000591,None
1058,David Price,110,Rep.,D,,P000523,N00002260
1059,Deborah Pryce,110,Rep.,R,,P000555,None
1060,Adam Putnam,110,Rep.,R,,P000586,None
1061,George Radanovich,110,Rep.,R,,R000004,None
1062,Nick Rahall,110,Rep.,D,,R000011,None
1063,James Ramstad,110,Rep.,R,,R000033,None
1064,Charles Rangel,110,Rep.,D,,R000053,None
1065,Ralph Regula,110,Rep.,R,,R000141,None
1066,Denny Rehberg,110,Rep.,R,,R000571,None
1067,Dave Reichert,110,Rep.,R,,R000578,N00026885
1068,Rick Renzi,110,Rep.,R,,R000574,None
1069,Silvestre Reyes,110,Rep.,D,,R000170,None
1070,Thomas Reynolds,110,Rep.,R,,R000569,None
1071,Laura Richardson,110,Rep.,D,,R000581,None
1072,Ciro Rodriguez,110,Rep.,D,,R000568,None
1073,Harold Rogers,110,Rep.,R,,R000395,N00003473
1074,Mike Rogers,110,Rep.,R,,R000572,None
1075,Mike Rogers,110,Rep.,R,,R000575,N00024759
1076,Dana Rohrabacher,110,Rep.,R,,R000409,N00007151
1077,Ileana Ros-Lehtinen,110,Rep.,R,,R000435,N00002858
1078,Peter Roskam,110,Rep.,R,,R000580,N00004719
1079,Mike Ross,110,Rep.,D,,R000573,None
1080,Steven Rothman,110,Rep.,D,,R000462,None
1081,Lucille Roybal-Allard,110,Rep.,D,,R000486,N00006671
1082,Edward Royce,110,Rep.,R,,R000487,N00008264
1083,C.A. Dutch Ruppersberger,110,Rep.,D,,R000576,N00025482
1084,Bobby Rush,110,Rep.,D,,R000515,N00004887
1085,Tim Ryan,110,Rep.,D,,R000577,N00025280
1086,Paul Ryan,110,Rep.,R,,R000570,N00004357
1087,John Salazar,110,Rep.,D,,S001158,None
1088,Bill Sali,110,Rep.,R,,S001167,None
1089,Linda Sánchez,110,Rep.,D,,S001156,N00024870
1090,Loretta Sánchez,110,Rep.,D,,S000030,None
1091,John Sarbanes,110,Rep.,D,,S001168,N00027751
1092,H. James Saxton,110,Rep.,R,,S000097,None
1093,Steve Scalise,110,Rep.,R,,S001176,N00009660
1094,Jan Schakowsky,110,Rep.,D,,S001145,N00004724
1095,Adam Schiff,110,Rep.,D,,S001150,N00009585
1096,Jean Schmidt,110,Rep.,R,,S001164,None
1097,Allyson Schwartz,110,Rep.,D,,S001162,None
1098,David Scott,110,Rep.,D,,S001157,N00024871
1099,Robert Scott,110,Rep.,D,,S000185,N00002147
1100,F. Sensenbrenner,110,Rep.,R,,S000244,N00004291
1101,José Serrano,110,Rep.,D,,S000248,N00001813
1102,Pete Sessions,110,Rep.,R,,S000250,N00005681
1103,Joe Sestak,110,Rep.,D,,S001169,None
1104,John Shadegg,110,Rep.,R,,S000275,None
1105,Christopher Shays,110,Rep.,R,,S001144,None
1106,Carol Shea-Porter,110,Rep.,D,,S001170,N00028091
1107,Brad Sherman,110,Rep.,D,,S000344,N00006897
1108,John Shimkus,110,Rep.,R,,S000364,N00004961
1109,Heath Shuler,110,Rep.,D,,S001171,None
1110,Bill Shuster,110,Rep.,R,,S001154,N00013770
1111,Mike Simpson,110,Rep.,R,,S001148,N00006263
1112,Albio Sires,110,Rep.,D,,S001165,N00027523
1113,Ike Skelton,110,Rep.,D,,S000465,None
1114,Louise Slaughter,110,Rep.,D,,S000480,N00001311
1115,Lamar Smith,110,Rep.,R,,S000583,N00001811
1116,Adrian Smith,110,Rep.,R,,S001172,N00027623
1117,Adam Smith,110,Rep.,D,,S000510,N00007833
1118,Christopher Smith,110,Rep.,R,,S000522,N00009816
1119,Vic Snyder,110,Rep.,D,,S000672,None
1120,Hilda Solis,110,Rep.,D,,S001153,None
1121,Mark Souder,110,Rep.,R,,S001143,None
1122,Zack Space,110,Rep.,D,,S001173,None
1123,Jackie Speier,110,Rep.,D,,S001175,N00029649
1124,John Spratt,110,Rep.,D,,S000749,None
1125,Pete Stark,110,Rep.,D,,S000810,None
1126,Cliff Stearns,110,Rep.,R,,S000822,None
1127,Bart Stupak,110,Rep.,D,,S001045,None
1128,John Sullivan,110,Rep.,R,,S001155,None
1129,Betty Sutton,110,Rep.,D,,S001174,None
1130,Thomas Tancredo,110,Rep.,R,,T000458,None
1131,John Tanner,110,Rep.,D,,T000038,None
1132,Ellen Tauscher,110,Rep.,D,,T000057,None
1133,Gene Taylor,110,Rep.,D,,T000074,None
1134,Lee Terry,110,Rep.,R,,T000459,None
1135,Mike Thompson,110,Rep.,D,,T000460,N00007419
1136,Bennie Thompson,110,Rep.,D,,T000193,N00003288
1137,William Thornberry,110,Rep.,R,,T000238,N00006052
1138,Todd Tiahrt,110,Rep.,R,,T000260,None
1139,Pat Tiberi,110,Rep.,R,,T000462,N00009699
1140,John Tierney,110,Rep.,D,,T000266,None
1141,Edolphus Towns,110,Rep.,D,,T000326,None
1142,Niki Tsongas,110,Rep.,D,,T000465,N00029026
1143,Michael Turner,110,Rep.,R,,T000463,N00025175
1144,Mark Udall,110,Rep.,D,,U000038,None
1145,Tom Udall,110,Rep.,D,,U000039,N00006561
1146,Fred Upton,110,Rep.,R,,U000031,N00004133
1147,Chris Van Hollen,110,Rep.,D,,V000128,N00013820
1148,Nydia Velázquez,110,Rep.,D,,V000081,N00001102
1149,Peter Visclosky,110,Rep.,D,,V000108,N00003813
1150,Tim Walberg,110,Rep.,R,,W000798,N00026368
1151,Greg Walden,110,Rep.,R,,W000791,N00007690
1152,James Walsh,110,Rep.,R,,W000099,None
1153,Tim Walz,110,Rep.,D,,W000799,N00027467
1154,Zach Wamp,110,Rep.,R,,W000119,None
1155,Debbie Wasserman Schultz,110,Rep.,D,,W000797,N00026106
1156,Maxine Waters,110,Rep.,D,,W000187,N00006690
1157,Diane Watson,110,Rep.,D,,W000794,None
1158,Melvin Watt,110,Rep.,D,,W000207,None
1159,Henry Waxman,110,Rep.,D,,W000215,None
1160,Anthony Weiner,110,Rep.,D,,W000792,None
1161,Peter Welch,110,Rep.,D,,W000800,N00000515
1162,David Weldon,110,Rep.,R,,W000267,None
1163,Gerald Weller,110,Rep.,R,,W000273,None
1164,Lynn Westmoreland,110,Rep.,R,,W000796,None
1165,Robert Wexler,110,Rep.,D,,W000314,None
1166,Edward Whitfield,110,Rep.,R,,W000413,None
1167,Roger Wicker,110,Rep.,R,,W000437,N00003280
1168,Joe Wilson,110,Rep.,R,,W000795,N00024809
1169,Heather Wilson,110,Rep.,R,,W000789,None
1170,Charlie Wilson,110,Rep.,D,,W000801,None
1171,Robert Wittman,110,Rep.,R,,W000804,N00029459
1172,Frank Wolf,110,Rep.,R,,W000672,None
1173,Lynn Woolsey,110,Rep.,D,,W000738,None
1174,David Wu,110,Rep.,D,,W000793,None
1175,Albert Wynn,110,Rep.,D,,W000784,None
1176,John Yarmuth,110,Rep.,D,,Y000062,N00028073
1177,C. W. Bill Young,110,Rep.,R,,Y000031,None
1178,Don Young,110,Rep.,R,,Y000033,N00007999
1179,Neil Abercrombie,111,Rep.,D,,A000014,None
1180,Gary Ackerman,111,Rep.,D,,A000022,None
1181,Robert Aderholt,111,Rep.,R,,A000055,N00003028
1182,John Adler,111,Rep.,D,,A000364,None
1183,Todd Akin,111,Rep.,R,,A000358,None
1184,Rodney Alexander,111,Rep.,R,,A000361,None
1185,Jason Altmire,111,Rep.,D,,A000362,None
1186,Robert Andrews,111,Rep.,D,,A000210,None
1187,Michael Arcuri,111,Rep.,D,,A000363,None
1188,Steve Austria,111,Rep.,R,,A000365,None
1189,Joe Baca,111,Rep.,D,,B001234,None
1190,Michele Bachmann,111,Rep.,R,,B001256,None
1191,Spencer Bachus,111,Rep.,R,,B000013,None
1192,Brian Baird,111,Rep.,D,,B001229,None
1193,Tammy Baldwin,111,Rep.,D,,B001230,N00004367
1194,J. Barrett,111,Rep.,R,,B001239,None
1195,John Barrow,111,Rep.,D,,B001252,None
1196,Roscoe Bartlett,111,Rep.,R,,B000208,None
1197,Joe Barton,111,Rep.,R,,B000213,N00005656
1198,Melissa Bean,111,Rep.,D,,B001253,None
1199,Xavier Becerra,111,Rep.,D,,B000287,None
1200,Shelley Berkley,111,Rep.,D,,B001231,None
1201,Howard Berman,111,Rep.,D,,B000410,None
1202,Marion Berry,111,Rep.,D,,B000420,None
1203,Judy Biggert,111,Rep.,R,,B001232,None
1204,Brian Bilbray,111,Rep.,R,,B000461,None
1205,Gus Bilirakis,111,Rep.,R,,B001257,N00027462
1206,Rob Bishop,111,Rep.,R,,B001250,N00025292
1207,Sanford Bishop,111,Rep.,D,,B000490,N00002674
1208,Timothy Bishop,111,Rep.,D,,B001242,None
1209,Marsha Blackburn,111,Rep.,R,,B001243,N00003105
1210,Earl Blumenauer,111,Rep.,D,,B000574,N00007727
1211,Roy Blunt,111,Rep.,R,,B000575,N00005195
1212,John Boccieri,111,Rep.,D,,B001263,None
1213,John Boehner,111,Rep.,R,,B000589,None
1214,Jo Bonner,111,Rep.,R,,B001244,None
1215,Mary Bono Mack,111,Rep.,R,,B001228,None
1216,John Boozman,111,Rep.,R,,B001236,N00013873
1217,Madeleine Bordallo,111,Del.,D,,B001245,N00024866
1218,Dan Boren,111,Rep.,D,,B001254,None
1219,Leonard Boswell,111,Rep.,D,,B000652,None
1220,Rick Boucher,111,Rep.,D,,B000657,None
1221,Charles Boustany,111,Rep.,R,,B001255,None
1222,Allen Boyd,111,Rep.,D,,B000716,None
1223,Kevin Brady,111,Rep.,R,,B000755,N00005883
1224,Robert Brady,111,Rep.,D,,B001227,N00001619
1225,Bruce Braley,111,Rep.,D,,B001259,None
1226,Bobby Bright,111,Rep.,D,,B001264,None
1227,Paul Broun,111,Rep.,R,,B001262,None
1228,Henry Brown,111,Rep.,R,,B001235,None
1229,Corrine Brown,111,Rep.,D,,B000911,None
1230,Ginny Brown-Waite,111,Rep.,R,,B001247,None
1231,Vern Buchanan,111,Rep.,R,,B001260,N00027626
1232,Michael Burgess,111,Rep.,R,,B001248,N00025219
1233,Dan Burton,111,Rep.,R,,B001149,None
1234,G. Butterfield,111,Rep.,D,,B001251,N00027035
1235,Steve Buyer,111,Rep.,R,,B001203,None
1236,Ken Calvert,111,Rep.,R,,C000059,N00007099
1237,Dave Camp,111,Rep.,R,,C000071,None
1238,John Campbell,111,Rep.,R,,C001064,None
1239,Eric Cantor,111,Rep.,R,,C001046,None
1240,Anh Cao,111,Rep.,R,,C001079,None
1241,Shelley Capito,111,Rep.,R,,C001047,N00009771
1242,Lois Capps,111,Rep.,D,,C001036,None
1243,Michael Capuano,111,Rep.,D,H8MA08071,C001037,N00000267
1244,Dennis Cardoza,111,Rep.,D,,C001050,None
1245,Russ Carnahan,111,Rep.,D,,C001060,None
1246,Christopher Carney,111,Rep.,D,,C001065,None
1247,André Carson,111,Rep.,D,,C001072,N00029513
1248,John Carter,111,Rep.,R,,C001051,N00025095
1249,Bill Cassidy,111,Rep.,R,,C001075,N00030245
1250,Michael Castle,111,Rep.,R,,C000243,None
1251,Kathy Castor,111,Rep.,D,,C001066,N00027514
1252,Jason Chaffetz,111,Rep.,R,,C001076,N00028958
1253,Ben Chandler,111,Rep.,D,,C001058,None
1254,Travis Childers,111,Rep.,D,,C001074,None
1255,Donna Christensen,111,Del.,D,,C000380,None
1256,Judy Chu,111,Rep.,D,,C001080,N00030600
1257,Yvette Clarke,111,Rep.,D,,C001067,N00026961
1258,William Clay,111,Rep.,D,,C001049,N00012460
1259,Emanuel Cleaver,111,Rep.,D,,C001061,N00026790
1260,James Clyburn,111,Rep.,D,,C000537,N00002408
1261,Howard Coble,111,Rep.,R,,C000556,None
1262,Mike Coffman,111,Rep.,R,,C001077,N00024753
1263,Steve Cohen,111,Rep.,D,,C001068,N00003225
1264,Tom Cole,111,Rep.,R,,C001053,N00025726
1265,K. Conaway,111,Rep.,R,,C001062,N00026041
1266,Gerald Connolly,111,Rep.,D,,C001078,N00029891
1267,John Conyers,111,Rep.,D,,C000714,N00004029
1268,Jim Cooper,111,Rep.,D,,C000754,N00003132
1269,Jim Costa,111,Rep.,D,,C001059,N00026341
1270,Jerry Costello,111,Rep.,D,,C000794,None
1271,Joe Courtney,111,Rep.,D,,C001069,N00024842
1272,Ander Crenshaw,111,Rep.,R,,C001045,None
1273,Mark Critz,111,Rep.,D,,C001081,None
1274,Joseph Crowley,111,Rep.,D,,C001038,N00001127
1275,Henry Cuellar,111,Rep.,D,,C001063,N00024978
1276,John Culberson,111,Rep.,R,,C001048,N00009738
1277,Elijah Cummings,111,Rep.,D,,C000984,N00001971
1278,Kathy Dahlkemper,111,Rep.,D,,D000608,None
1279,Danny Davis,111,Rep.,D,,D000096,N00004884
1280,Susan Davis,111,Rep.,D,,D000598,N00009604
1281,Lincoln Davis,111,Rep.,D,,D000599,None
1282,Artur Davis,111,Rep.,D,,D000602,None
1283,Geoff Davis,111,Rep.,R,,D000603,None
1284,Nathan Deal,111,Rep.,R,,D000168,None
1285,Peter DeFazio,111,Rep.,D,,D000191,N00007781
1286,Diana DeGette,111,Rep.,D,,D000197,N00006134
1287,Bill Delahunt,111,Rep.,D,,D000210,None
1288,Rosa DeLauro,111,Rep.,D,,D000216,N00000615
1289,Charlie Dent,111,Rep.,R,,D000604,N00026171
1290,Ted Deutch,111,Rep.,D,,D000610,N00031317
1291,Lincoln Diaz-Balart,111,Rep.,R,,D000299,None
1292,Mario Diaz-Balart,111,Rep.,R,,D000600,N00025337
1293,Norman Dicks,111,Rep.,D,,D000327,None
1294,John Dingell,111,Rep.,D,,D000355,None
1295,Charles Djou,111,Rep.,R,,D000611,None
1296,Lloyd Doggett,111,Rep.,D,,D000399,N00006023
1297,Joe Donnelly,111,Rep.,D,,D000607,N00026586
1298,Mike Doyle,111,Rep.,D,,D000482,N00001373
1299,David Dreier,111,Rep.,R,,D000492,None
1300,Steve Driehaus,111,Rep.,D,,D000609,None
1301,John Duncan,111,Rep.,R,,D000533,N00003209
1302,Chet Edwards,111,Rep.,D,,E000063,None
1303,Donna Edwards,111,Rep.,D,,E000290,None
1304,Vernon Ehlers,111,Rep.,R,,E000092,None
1305,Keith Ellison,111,Rep.,D,,E000288,N00028257
1306,Brad Ellsworth,111,Rep.,D,,E000289,None
1307,Jo Ann Emerson,111,Rep.,R,,E000172,None
1308,Eliot Engel,111,Rep.,D,,E000179,N00001003
1309,Anna Eshoo,111,Rep.,D,,E000215,N00007335
1310,Bob Etheridge,111,Rep.,D,,E000226,None
1311,Eni Faleomavaega,111,Del.,D,,F000010,None
1312,Mary Fallin,111,Rep.,R,,F000453,None
1313,Sam Farr,111,Rep.,D,,F000030,None
1314,Chaka Fattah,111,Rep.,D,,F000043,None
1315,Bob Filner,111,Rep.,D,,F000116,None
1316,Jeff Flake,111,Rep.,R,,F000444,N00009573
1317,John Fleming,111,Rep.,R,,F000456,None
1318,J. Forbes,111,Rep.,R,,F000445,None
1319,Jeff Fortenberry,111,Rep.,R,,F000449,N00026631
1320,Bill Foster,111,Rep.,D,,F000454,N00029139
1321,Virginia Foxx,111,Rep.,R,,F000450,N00026166
1322,Barney Frank,111,Rep.,D,,F000339,None
1323,Trent Franks,111,Rep.,R,,F000448,N00006423
1324,Rodney Frelinghuysen,111,Rep.,R,,F000372,N00000684
1325,Marcia Fudge,111,Rep.,D,,F000455,N00030490
1326,Elton Gallegly,111,Rep.,R,,G000021,None
1327,John Garamendi,111,Rep.,D,,G000559,N00030856
1328,Scott Garrett,111,Rep.,R,,G000548,None
1329,Jim Gerlach,111,Rep.,R,,G000549,None
1330,Gabrielle Giffords,111,Rep.,D,,G000554,None
1331,Kirsten Gillibrand,111,Rep.,D,,G000555,N00027658
1332,Phil Gingrey,111,Rep.,R,,G000550,None
1333,Louie Gohmert,111,Rep.,R,,G000552,N00026148
1334,Charlie Gonzalez,111,Rep.,D,,G000544,None
1335,Robert Goodlatte,111,Rep.,R,,G000289,N00009154
1336,Bart Gordon,111,Rep.,D,,G000309,None
1337,Kay Granger,111,Rep.,R,,G000377,N00008799
1338,Sam Graves,111,Rep.,R,,G000546,N00013323
1339,Tom Graves,111,Rep.,R,,G000560,N00030788
1340,Alan Grayson,111,Rep.,D,,G000556,None
1341,Gene Green,111,Rep.,D,,G000410,N00005870
1342,Al Green,111,Rep.,D,,G000553,N00026686
1343,Parker Griffith,111,Rep.,D,,G000557,None
1344,Parker Griffith,111,Rep.,R,,G000557,None
1345,Raúl Grijalva,111,Rep.,D,,G000551,N00025284
1346,Brett Guthrie,111,Rep.,R,,G000558,N00029675
1347,Luis Gutiérrez,111,Rep.,D,,G000535,N00004874
1348,John Hall,111,Rep.,D,,H001039,None
1349,Ralph Hall,111,Rep.,R,,H000067,None
1350,Debbie Halvorson,111,Rep.,D,,H001044,None
1351,Phil Hare,111,Rep.,D,,H001040,None
1352,Jane Harman,111,Rep.,D,,H000213,None
1353,Gregg Harper,111,Rep.,R,,H001045,N00029632
1354,Alcee Hastings,111,Rep.,D,,H000324,N00002884
1355,Doc Hastings,111,Rep.,R,,H000329,None
1356,Martin Heinrich,111,Rep.,D,,H001046,N00029835
1357,Dean Heller,111,Rep.,R,,H001041,N00027522
1358,Jeb Hensarling,111,Rep.,R,,H001036,N00024922
1359,Wally Herger,111,Rep.,R,,H000528,None
1360,Stephanie Herseth Sandlin,111,Rep.,D,,H001037,None
1361,Brian Higgins,111,Rep.,D,,H001038,N00027060
1362,Baron Hill,111,Rep.,D,,H001030,None
1363,Jim Himes,111,Rep.,D,,H001047,N00029070
1364,Maurice Hinchey,111,Rep.,D,,H000627,None
1365,Rubén Hinojosa,111,Rep.,D,,H000636,None
1366,Mazie Hirono,111,Rep.,D,,H001042,N00028139
1367,Paul Hodes,111,Rep.,D,,H001043,None
1368,Peter Hoekstra,111,Rep.,R,,H000676,None
1369,Tim Holden,111,Rep.,D,,H000712,None
1370,Rush Holt,111,Rep.,D,,H001032,None
1371,Michael Honda,111,Rep.,D,,H001034,None
1372,Steny Hoyer,111,Rep.,D,,H000874,N00001821
1373,Duncan Hunter,111,Rep.,R,,H001048,N00029258
1374,Bob Inglis,111,Rep.,R,,I000023,None
1375,Jay Inslee,111,Rep.,D,,I000026,None
1376,Steve Israel,111,Rep.,D,,I000057,None
1377,Darrell Issa,111,Rep.,R,,I000056,N00007017
1378,Jesse Jackson,111,Rep.,D,,J000283,None
1379,Sheila Jackson Lee,111,Rep.,D,,J000032,N00005818
1380,Lynn Jenkins,111,Rep.,R,,J000290,N00029077
1381,Eddie Johnson,111,Rep.,D,,J000126,N00008122
1382,Sam Johnson,111,Rep.,R,,J000174,N00008028
1383,Hank Johnson,111,Rep.,D,,J000288,N00027848
1384,Timothy Johnson,111,Rep.,R,,J000285,None
1385,Walter Jones,111,Rep.,R,,J000255,N00002299
1386,Jim Jordan,111,Rep.,R,,J000289,N00027894
1387,Steve Kagen,111,Rep.,D,,K000365,None
1388,Paul Kanjorski,111,Rep.,D,,K000008,None
1389,Marcy Kaptur,111,Rep.,D,,K000009,N00003522
1390,Patrick Kennedy,111,Rep.,D,,K000113,None
1391,Dale Kildee,111,Rep.,D,,K000172,None
1392,Carolyn Kilpatrick,111,Rep.,D,,K000180,None
1393,Mary Jo Kilroy,111,Rep.,D,,K000372,None
1394,Ron Kind,111,Rep.,D,,K000188,N00004403
1395,Peter King,111,Rep.,R,,K000210,N00001193
1396,Steve King,111,Rep.,R,,K000362,N00025237
1397,Jack Kingston,111,Rep.,R,,K000220,None
1398,Mark Kirk,111,Rep.,R,,K000360,None
1399,Ann Kirkpatrick,111,Rep.,D,,K000368,N00029260
1400,Larry Kissell,111,Rep.,D,,K000369,None
1401,Ron Klein,111,Rep.,D,,K000366,None
1402,John Kline,111,Rep.,R,,K000363,None
1403,Suzanne Kosmas,111,Rep.,D,,K000370,None
1404,Frank Kratovil,111,Rep.,D,,K000371,None
1405,Dennis Kucinich,111,Rep.,D,,K000336,None
1406,Doug Lamborn,111,Rep.,R,,L000564,N00028133
1407,Leonard Lance,111,Rep.,R,,L000567,N00000898
1408,Jim Langevin,111,Rep.,D,,L000559,N00009724
1409,Rick Larsen,111,Rep.,D,,L000560,N00009759
1410,John Larson,111,Rep.,D,,L000557,N00000575
1411,Tom Latham,111,Rep.,R,,L000111,None
1412,Steven LaTourette,111,Rep.,R,,L000553,None
1413,Robert Latta,111,Rep.,R,,L000566,N00012233
1414,Barbara Lee,111,Rep.,D,,L000551,N00008046
1415,Christopher Lee,111,Rep.,R,,L000568,None
1416,Sander Levin,111,Rep.,D,,L000263,N00003950
1417,Jerry Lewis,111,Rep.,R,,L000274,None
1418,John Lewis,111,Rep.,D,,L000287,N00002577
1419,John Linder,111,Rep.,R,,L000321,None
1420,Daniel Lipinski,111,Rep.,D,,L000563,N00027239
1421,Frank LoBiondo,111,Rep.,R,,L000554,N00000851
1422,Dave Loebsack,111,Rep.,D,,L000565,N00027741
1423,Zoe Lofgren,111,Rep.,D,,L000397,N00007479
1424,Nita Lowey,111,Rep.,D,,L000480,N00001024
1425,Frank Lucas,111,Rep.,R,,L000491,N00005559
1426,Blaine Luetkemeyer,111,Rep.,R,,L000569,N00030026
1427,Ben Luján,111,Rep.,D,,L000570,N00029562
1428,Cynthia Lummis,111,Rep.,R,,L000571,None
1429,Dan Lungren,111,Rep.,R,,L000517,None
1430,Stephen Lynch,111,Rep.,D,,L000562,N00013855
1431,Connie Mack,111,Rep.,R,,M001155,None
1432,Dan Maffei,111,Rep.,D,,M001171,None
1433,Carolyn Maloney,111,Rep.,D,,M000087,N00000078
1434,Donald Manzullo,111,Rep.,R,,M001138,None
1435,Kenny Marchant,111,Rep.,R,,M001158,N00026710
